#system_time_sec,imu_time_usec,quat1,quat2,quat3,quat4,euler1,euler2,euler3
1543952305.134047,3850349315,-0.029916,0.909760,-0.023024,0.413415,0.017158,2.287912,-0.073547
1543952306.151160,3851349301,-0.025801,0.917498,-0.019884,0.396403,0.016032,2.325437,-0.063159
1543952307.168315,3852349285,-0.024056,0.919928,-0.018310,0.390918,0.014881,2.337509,-0.058615
1543952308.185851,3853349272,-0.023222,0.915436,-0.019748,0.401307,0.017519,2.314786,-0.058410
1543952309.203048,3854349258,-0.022629,0.916826,-0.018871,0.398197,0.016583,2.321646,-0.056560
1543952310.220316,3855349243,-0.021697,0.915739,-0.017985,0.400783,0.015547,2.316082,-0.054187
1543952311.237546,3856349229,-0.021693,0.914665,-0.018522,0.403204,0.016391,2.310755,-0.054654
1543952312.254884,3857349215,-0.021715,0.913599,-0.018731,0.405603,0.016610,2.305494,-0.054908
1543952313.271895,3858349201,-0.022134,0.912969,-0.019470,0.406962,0.017537,2.302459,-0.056300
1543952314.289232,3859349187,-0.022439,0.912699,-0.019989,0.407527,0.018201,2.301180,-0.057294
1543952315.306322,3860349171,-0.022525,0.912417,-0.020289,0.408137,0.018639,2.299818,-0.057707
1543952316.323530,3861349158,-0.025252,0.917808,-0.023023,0.395551,0.022287,2.327034,-0.064628
1543952317.340732,3862349144,-0.025282,0.917195,-0.023938,0.396913,0.023845,2.323984,-0.065445
1543952318.358110,3863349129,-0.022518,0.919299,-0.020220,0.392394,0.019506,2.334176,-0.057311
1543952319.375407,3864349115,-0.021622,0.918471,-0.018932,0.394442,0.017721,2.329832,-0.054688
1543952320.392535,3865349101,-0.021603,0.917540,-0.018890,0.396606,0.017530,2.325123,-0.054662
1543952321.409686,3866349087,-0.021689,0.916557,-0.019037,0.398861,0.017596,2.320197,-0.054980
1543952322.426947,3867349073,-0.022009,0.915963,-0.019611,0.400178,0.018312,2.317277,-0.056054
1543952323.443790,3868349057,-0.022474,0.915838,-0.020400,0.400400,0.019370,2.316726,-0.057543
1543952324.460915,3869349043,-0.022758,0.916049,-0.020988,0.399870,0.020252,2.317832,-0.058525
1543952325.477713,3870349030,-0.027802,0.907700,-0.026094,0.417883,0.024138,2.277821,-0.072366
1543952326.494729,3871349018,-0.028815,0.904073,-0.019470,0.425960,0.010656,2.260610,-0.068747
1543952327.511636,3872349000,-0.024059,0.909275,-0.014815,0.415235,0.006962,2.284631,-0.056086
1543952328.528680,3873348988,-0.017792,0.881134,-0.005512,0.472499,-0.007100,2.157288,-0.036573
1543952329.545620,3874348975,-0.017612,0.872614,-0.006299,0.488053,-0.006198,2.121797,-0.036895
1543952330.562975,3875348960,-0.020462,0.870338,-0.015089,0.491798,0.006138,2.112766,-0.050481
1543952331.579526,3876348946,-0.028361,0.887514,-0.027349,0.459092,0.022506,2.185993,-0.075545
1543952332.596650,3877348932,-0.029923,0.896580,-0.028781,0.440932,0.025223,2.226472,-0.079146
1543952333.613761,3878348918,-0.027101,0.901763,-0.026186,0.430585,0.023891,2.249778,-0.071509
1543952334.630859,3879348900,-0.024396,0.910010,-0.027774,0.412934,0.030406,2.288599,-0.067421
1543952335.647534,3880348886,0.034662,0.928971,-0.113245,0.350693,0.236925,2.417819,-0.015462
1543952336.664378,3881348854,0.007769,0.982750,-0.182015,0.031818,0.366388,3.077595,0.003951
1543952337.681695,3882348838,-0.031779,0.977705,-0.034956,-0.204601,0.081446,-2.730969,-0.048014
1543952338.698506,3883348842,-0.026928,0.966237,0.001646,-0.256237,0.010618,-2.623426,-0.052909
1543952339.715322,3884348828,-0.022924,0.959741,0.004374,-0.279914,0.004437,-2.574128,-0.046468
1543952340.732222,3885348814,-0.020699,0.956026,0.001082,-0.292548,0.010042,-2.547882,-0.040223
1543952341.749159,3886348800,-0.019547,0.953766,-0.002294,-0.299905,0.016100,-2.532574,-0.035923
