Time,Yaw,Pitch,Roll
1557439301.7986822,001497,-00.000330,+00.000387*60
1557439301.8146343,-036.643,+012.272,+046.221,+00.0889,+00.4386,+00.2269,+02.117,-06.898,-06.591,-00.000027,-00.000284,-00.000407*6B
1557439301.8186543,-036.643,+012.273,+046.221,+00.0911,+00.4398,+00.2322,+02.131,-06.911,-06.622,-00.000810,+00.000313,+00.000399*67
1557439301.8226516,-036.645,+012.274,+046.221,+00.0963,+00.4385,+00.2260,+02.134,-06.911,-06.600,+00.000960,+00.001091,+00.000214*61
1557439301.8266118,-036.644,+012.273,+046.221,+00.0911,+00.4410,+00.2282,+02.145,-06.936,-06.587,+00.001623,+00.000572,-00.000420*6D
1557439301.8346317,-036.643,+012.274,+046.221,+00.0910,+00.4386,+00.2244,+02.148,-06.909,-06.593,-00.001352,-00.001141,+00.000239*64
1557439301.838607,-036.641,+012.274,+046.221,+00.0889,+00.4410,+00.2242,+02.114,-06.888,-06.566,+00.000867,-00.001221,+00.000058*68
1557439301.842619,-036.642,+012.274,+046.222,+00.0951,+00.4349,+00.2234,+02.103,-06.904,-06.639,+00.002068,+00.000821,+00.000061*6E
1557439301.846587,-036.639,+012.274,+046.222,+00.0878,+00.4350,+00.2256,+02.101,-06.907,-06.598,+00.000207,-00.000961,-00.000139*6D
1557439301.8546064,-036.636,+012.273,+046.223,+00.0899,+00.4374,+00.2218,+02.094,-06.903,-06.605,-00.000060,+00.000823,+00.000597*6B
1557439301.8585722,-036.637,+012.273,+046.221,+00.0909,+00.4350,+00.2232,+02.102,-06.896,-06.577,-00.000010,-00.000656,-00.001090*63
1557439301.866559,-036.632,+012.273,+046.222,+00.0911,+00.4421,+00.2256,+02.091,-06.881,-06.599,+00.000465,+00.001569,-00.000761*62
1557439301.8705568,-036.632,+012.274,+046.223,+00.0899,+00.4362,+00.2270,+02.094,-06.879,-06.603,+00.001032,-00.000545,+00.000097*65
1557439301.8785446,-036.631,+012.274,+046.222,+00.0930,+00.4350,+00.2271,+02.088,-06.879,-06.636,-00.001390,-00.001923,-00.000317*63
1557439301.8825395,-036.629,+012.275,+046.221,+00.0920,+00.4385,+00.2231,+02.049,-06.894,-06.646,+00.000477,+00.000520,+00.000335*6B
1557439301.8905568,-036.628,+012.276,+046.221,+00.0911,+00.4409,+00.2269,+02.070,-06.887,-06.626,+00.000988,+00.001427,-00.000919*63
1557439301.8945518,-036.627,+012.277,+046.221,+00.0930,+00.4362,+00.2245,+02.048,-06.881,-06.612,-00.001245,-00.000579,-00.000298*62
1557439301.898517,-036.628,+012.277,+046.221,+00.0931,+00.4362,+00.2284,+02.039,-06.878,-06.630,-00.000159,-00.000306,+00.000227*62
1557439301.9065065,-036.625,+012.276,+046.221,+00.0910,+00.4444,+00.2178,+02.012,-06.866,-06.585,+00.000027,+00.000187,-00.000113*64
1557439301.9105132,-036.628,+012.275,+046.221,+00.0932,+00.4421,+00.2257,+02.054,-06.873,-06.565,-00.000111,-00.000107,-00.000428*6E
1557439301.91849,-036.628,+012.276,+046.222,+00.0921,+00.4421,+00.2270,+02.033,-06.875,-06.591,-00.001675,-00.000056,+00.000636*6F
1557439301.9224863,-036.627,+012.275,+046.221,+00.0900,+00.4398,+00.2256,+02.035,-06.871,-06.612,-00.000585,-00.000960,-00.000294*63
