New Session at Start Time: 1542189963 
0.0009989738464355469,  2459711447, 0.194418, -0.819841, 0.193842, 0.502481,   :   0.538936, -2.081992, -0.145350,
0.10319399833679199,  2459811424, 0.193814, -0.820212, 0.194476, 0.501865,   :   0.539329, -2.083121, -0.143916,
0.20405197143554688,  2459911423, 0.193353, -0.819890, 0.195591, 0.502134,   :   0.540896, -2.081762, -0.141573,
0.3056926727294922,  2460011423, 0.193600, -0.820391, 0.192908, 0.502259,   :   0.536341, -2.082684, -0.144989,
0.40653157234191895,  2460111422, 0.194359, -0.820252, 0.192574, 0.502321,   :   0.536557, -2.082932, -0.146781,
0.5082721710205078,  2460211422, 0.195263, -0.819902, 0.193236, 0.502288,   :   0.538706, -2.083061, -0.147798,
0.6098525524139404,  2460311422, 0.194409, -0.819737, 0.193671, 0.502720,   :   0.538659, -2.081434, -0.145353,
0.7106161117553711,  2460411419, 0.194304, -0.819656, 0.193512, 0.502955,   :   0.538302, -2.080850, -0.145161,
0.8123373985290527,  2460511421, 0.193887, -0.819551, 0.193957, 0.503115,   :   0.538687, -2.080088, -0.143740,
0.9130699634552002,  2460611418, 0.193299, -0.819599, 0.193963, 0.503260,   :   0.538097, -2.079494, -0.142498,
1.0147953033447266,  2460711418, 0.193407, -0.819571, 0.193773, 0.503337,   :   0.537884, -2.079414, -0.142865,
1.116509199142456,  2460811418, 0.193718, -0.819620, 0.193376, 0.503291,   :   0.537492, -2.079818, -0.143945,
1.217557430267334,  2460911418, 0.193984, -0.819634, 0.193395, 0.503159,   :   0.537785, -2.080249, -0.144529,
1.319284439086914,  2461011417, 0.193744, -0.819829, 0.192863, 0.503138,   :   0.536567, -2.080448, -0.144687,
1.4209046363830566,  2461111416, 0.194424, -0.819985, 0.191665, 0.503080,   :   0.535122, -2.081353, -0.147386,
1.521606206893921,  2461211417, 0.194866, -0.819980, 0.191672, 0.502914,   :   0.535576, -2.081941, -0.148347,
1.6233642101287842,  2461311415, 0.194448, -0.820212, 0.191303, 0.502838,   :   0.534452, -2.082148, -0.148012,
1.724585771560669,  2461411415, 0.195346, -0.820308, 0.191013, 0.502443,   :   0.534812, -2.083623, -0.150348,
1.8263444900512695,  2461511414, 0.195595, -0.820455, 0.191076, 0.502083,   :   0.535124, -2.084628, -0.151013,
1.9270448684692383,  2461611414, 0.195778, -0.820638, 0.190905, 0.501777,   :   0.534954, -2.085565, -0.151777,
2.0289859771728516,  2461711413, 0.195596, -0.820683, 0.190729, 0.501842,   :   0.534455, -2.085403, -0.151575,
2.1299805641174316,  2461811413, 0.195266, -0.820582, 0.191179, 0.501963,   :   0.534939, -2.084782, -0.150350,
2.231580972671509,  2461911413, 0.194758, -0.820556, 0.191830, 0.501955,   :   0.535572, -2.084349, -0.148648,
2.332334041595459,  2462011412, 0.193874, -0.820662, 0.192186, 0.501988,   :   0.535283, -2.083799, -0.146523,
2.434582233428955,  2462111410, 0.192030, -0.821086, 0.191893, 0.502115,   :   0.532819, -2.082938, -0.143219,
2.5359463691711426,  2462211412, 0.192441, -0.821183, 0.191601, 0.501911,   :   0.532693, -2.083742, -0.144484,
2.6365504264831543,  2462311410, 0.192510, -0.821226, 0.191807, 0.501735,   :   0.533107, -2.084138, -0.144509,
2.738412857055664,  2462411410, 0.192829, -0.821386, 0.191923, 0.501307,   :   0.533579, -2.085324, -0.145297,
2.8402063846588135,  2462511409, 0.194266, -0.821529, 0.191141, 0.500815,   :   0.533604, -2.087447, -0.149288,
2.941077947616577,  2462611408, 0.195072, -0.821584, 0.191215, 0.500383,   :   0.534511, -2.088834, -0.151065,
3.042663097381592,  2462711408, 0.195063, -0.821643, 0.191781, 0.500073,   :   0.535468, -2.089407, -0.150637,
3.144409656524658,  2462811408, 0.195102, -0.821773, 0.192115, 0.499716,   :   0.536047, -2.090217, -0.150596,
3.245255947113037,  2462911407, 0.195447, -0.821995, 0.191629, 0.499403,   :   0.535474, -2.091358, -0.152026,
3.3469910621643066,  2463011407, 0.195940, -0.822182, 0.190926, 0.499171,   :   0.534682, -2.092432, -0.153925,
3.4475793838500977,  2463111406, 0.196572, -0.822226, 0.190469, 0.499025,   :   0.534495, -2.093226, -0.155756,
3.549426555633545,  2463211406, 0.197226, -0.822283, 0.189687, 0.498970,   :   0.533759, -2.093920, -0.157922,
3.651036262512207,  2463311404, 0.196874, -0.822516, 0.189172, 0.498921,   :   0.532447, -2.094126, -0.157848,
3.7524614334106445,  2463411405, 0.198500, -0.822530, 0.187683, 0.498815,   :   0.531446, -2.095572, -0.162703,
3.8540902137756348,  2463511404, 0.199743, -0.822370, 0.187301, 0.498728,   :   0.532044, -2.096395, -0.165586,
3.9549078941345215,  2463611404, 0.198908, -0.822261, 0.188012, 0.498973,   :   0.532501, -2.095180, -0.163018,
4.056535243988037,  2463711405, 0.199594, -0.822068, 0.188082, 0.498990,   :   0.533352, -2.095353, -0.164255,
4.15786600112915,  2463811402, 0.199802, -0.821933, 0.188599, 0.498935,   :   0.534497, -2.095369, -0.164128,
4.259530782699585,  2463911402, 0.199921, -0.821932, 0.188965, 0.498749,   :   0.535248, -2.095753, -0.164086,
4.360339641571045,  2464011401, 0.200072, -0.821967, 0.189078, 0.498589,   :   0.535579, -2.096181, -0.164369,
4.4620444774627686,  2464111401, 0.200142, -0.822143, 0.188863, 0.498352,   :   0.535216, -2.096912, -0.164909,
4.56280779838562,  2464211400, 0.196132, -0.822528, 0.191857, 0.498167,   :   0.536380, -2.094744, -0.153979,
4.6643946170806885,  2464311402, 0.190775, -0.822031, 0.199875, 0.497915,   :   0.545197, -2.090009, -0.134824,
4.76615571975708,  2464411399, 0.191582, -0.821196, 0.200072, 0.498903,   :   0.546568, -2.087619, -0.135435,
4.866992473602295,  2464511399, 0.194146, -0.820780, 0.199777, 0.498716,   :   0.548718, -2.089188, -0.140867,
4.968721866607666,  2464611399, 0.194047, -0.820775, 0.199419, 0.498905,   :   0.547997, -2.088814, -0.140941,
5.070338726043701,  2464711397, 0.194184, -0.820531, 0.199644, 0.499162,   :   0.548592, -2.088085, -0.140760,
5.171036720275879,  2464811397, 0.193831, -0.820733, 0.199952, 0.498846,   :   0.548722, -2.088651, -0.139962,
5.272764444351196,  2464911396, 0.194501, -0.820809, 0.199102, 0.498799,   :   0.547884, -2.089400, -0.142256,
5.374492883682251,  2465011395, 0.195254, -0.820677, 0.199134, 0.498709,   :   0.548725, -2.089900, -0.143745,
5.475489139556885,  2465111394, 0.187325, -0.826687, 0.191854, 0.494661,   :   0.526525, -2.100717, -0.139470,
5.577216863632202,  2465211395, 0.186750, -0.828298, 0.196158, 0.490479,   :   0.533033, -2.109573, -0.136545,
5.678051471710205,  2465311395, 0.186951, -0.828738, 0.226659, 0.476306,   :   0.586890, -2.132520, -0.113567,
5.779719114303589,  2465411398, 0.172686, -0.823942, 0.271133, 0.466676,   :   0.653504, -2.124359, -0.040016,
5.881447076797485,  2465511396, 0.175513, -0.817854, 0.297137, 0.460456,   :   0.704510, -2.122537, -0.017880,
5.982206106185913,  2465611398, 0.174603, -0.812008, 0.320122, 0.455718,   :   0.746429, -2.114373, 0.011386,
6.083950042724609,  2465711395, 0.174003, -0.809463, 0.352408, 0.436236,   :   0.807172, -2.137082, 0.038303,
6.185819864273071,  2465811394, 0.179125, -0.795162, 0.398231, 0.420766,   :   0.901173, -2.128960, 0.085310,
6.2866809368133545,  2465911394, 0.180183, -0.767802, 0.456751, 0.411573,   :   1.015427, -2.051857, 0.209283,
6.388416528701782,  2466011394, 0.172735, -0.747407, 0.505443, 0.395060,   :   1.101805, -1.972954, 0.370145,
6.489139556884766,  2466111405, 0.171355, -0.730197, 0.548283, 0.369912,   :   1.187621, -1.911992, 0.536032,
6.590878963470459,  2466211285, 0.170655, -0.713642, 0.587044, 0.342011,   :   1.268347, 0.000000, 0.693051,
6.691610336303711,  2466311283, 0.167511, -0.707892, 0.606271, 0.321347,   :   1.309314, 0.000000, 0.786217,
6.793218612670898,  2466411281, 0.170547, -0.710435, 0.605426, 0.315682,   :   1.316771, 0.000000, 0.783496,
6.894956350326538,  2466511284, 0.171090, -0.721966, 0.588989, 0.320289,   :   1.287205, 0.000000, 0.685267,
6.995782136917114,  2466611408, 0.172334, -0.733165, 0.570491, 0.327581,   :   1.251432, -2.013376, 0.542720,
7.097410678863525,  2466711388, 0.173579, -0.749464, 0.543064, 0.336535,   :   1.196717, -2.097384, 0.377424,
7.199646234512329,  2466811388, 0.168208, -0.778580, 0.492963, 0.350009,   :   1.087291, -2.187753, 0.208814,
7.300780296325684,  2466911388, 0.148364, -0.816313, 0.415075, 0.373274,   :   0.908243, -2.229993, 0.116228,
7.402365684509277,  2467011390, 0.119205, -0.845258, 0.341790, 0.393075,   :   0.736252, -2.235980, 0.092263,
7.5032243728637695,  2467111385, 0.094399, -0.864848, 0.277594, 0.407515,   :   0.590880, -2.237801, 0.076242,
7.604858875274658,  2467211343, 0.069797, -0.880220, 0.206136, 0.421722,   :   0.435385, -2.235550, 0.056310,
7.706011056900024,  2467311343, 0.042117, -0.891033, 0.121744, 0.435275,   :   0.256421, -2.228649, 0.031982,
7.8065996170043945,  2467411342, 0.010261, -0.898965, 0.047441, 0.435322,   :   0.094369, -2.238575, 0.022960,
7.90844464302063,  2467511341, -0.013302, -0.902979, -0.014671, 0.429229,   :   -0.037925, -2.254345, 0.011437,
8.010174989700317,  2467611340, -0.031416, -0.902521, -0.066556, 0.424311,   :   -0.147328, -2.262658, 0.000228,
8.110921382904053,  2467711340, -0.044724, -0.899916, -0.115388, 0.418135,   :   -0.247602, -2.269619, -0.016503,
8.212036609649658,  2467811339, -0.057908, -0.893684, -0.167063, 0.412390,   :   -0.353694, -2.270389, -0.036567,
8.314231395721436,  2467911336, -0.072027, -0.884054, -0.224919, 0.403327,   :   -0.473251, -2.270891, -0.060873,
8.415976285934448,  2468011380, -0.084670, -0.871704, -0.276203, 0.395821,   :   -0.580645, -2.263685, -0.085419,
8.516693353652954,  2468111383, -0.093992, -0.861630, -0.319258, 0.383188,   :   -0.671548, -2.267711, -0.106845,
8.618417263031006,  2468211379, -0.109855, -0.848691, -0.363838, 0.367801,   :   -0.773134, -2.277401, -0.116096,
8.719177722930908,  2468311379, -0.126094, -0.830587, -0.413687, 0.350841,   :   -0.887797, -2.281134, -0.134523,
8.820998430252075,  2468411379, -0.135756, -0.820304, -0.437824, 0.342026,   :   -0.946135, -2.284072, -0.140790,
8.922672271728516,  2468511377, -0.138522, -0.813655, -0.450202, 0.340729,   :   -0.973775, -2.271441, -0.157203,
9.023338556289673,  2468611380, -0.143201, -0.804649, -0.467358, 0.337061,   :   -1.013433, -2.258929, -0.177396,
9.125078201293945,  2468711379, -0.147084, -0.797675, -0.480551, 0.333394,   :   -1.044596, -2.250860, -0.193149,
9.226822853088379,  2468811378, -0.149714, -0.793321, -0.487701, 0.332228,   :   -1.061905, -2.243401, -0.203283,
9.327653884887695,  2468911377, -0.151620, -0.792267, -0.489045, 0.331901,   :   -1.066583, -2.244349, -0.200621,
9.429248809814453,  2469011377, -0.151675, -0.791080, -0.491104, 0.331668,   :   -1.070868, -2.240660, -0.206252,
9.53097677230835,  2469111378, -0.152747, -0.791802, -0.490015, 0.331063,   :   -1.069848, -2.247007, -0.197930,
9.63170599937439,  2469211377, -0.152859, -0.792399, -0.488586, 0.331696,   :   -1.066916, -2.247935, -0.194800,
9.733434677124023,  2469311374, -0.152455, -0.792640, -0.486417, 0.334481,   :   -1.061513, -2.241527, -0.196475,
9.834191799163818,  2469411376, -0.147842, -0.799665, -0.475932, 0.334914,   :   -1.035663, -2.255816, -0.181518,
9.936020612716675,  2469511372, -0.135866, -0.812860, -0.456686, 0.335017,   :   -0.985374, -2.276582, -0.168282,
10.03663420677185,  2469611372, -0.126155, -0.823573, -0.441057, 0.333589,   :   -0.945265, -2.296001, -0.158414,
10.138703346252441,  2469711370, -0.110866, -0.840393, -0.415294, 0.330120,   :   -0.880753, -2.327672, -0.144740,
10.239567041397095,  2469811371, -0.083859, -0.868716, -0.364631, 0.324568,   :   -0.758672, -2.376305, -0.128125,
10.341294527053833,  2469911371, -0.060820, -0.887964, -0.326665, 0.317978,   :   -0.667230, -2.409680, -0.128470,
10.442919969558716,  2470011371, -0.046694, -0.897886, -0.307220, 0.311828,   :   -0.619733, -2.430512, -0.133548,
10.54375433921814,  2470111366, -0.035776, -0.905692, -0.291039, 0.306166,   :   -0.581275, -2.448849, -0.136678,
10.64534616470337,  2470211364, -0.019475, -0.915895, -0.269281, 0.297058,   :   -0.529194, -2.475111, -0.144858,
10.747120380401611,  2470311324, -0.005551, -0.925260, -0.244463, 0.290002,   :   -0.473050, -2.498329, -0.148471,
