#system_time_sec,imu_time_usec,quat1,quat2,quat3,quat4,euler1,euler2,euler3
1543341604.377422,1333815113,0.327266,0.649921,0.377077,0.572986,-0.115359,1.630226,1.041675
1543341605.387181,1334815099,0.327213,0.649978,0.377125,0.572919,-0.115570,1.630309,1.041665
1543341606.412828,1335815084,0.327183,0.649972,0.377082,0.572972,-0.115508,1.630252,1.041547
1543341607.422577,1336815070,0.327200,0.649960,0.377101,0.572963,-0.115511,1.630243,1.041606
1543341608.448315,1337815056,0.327225,0.649956,0.377157,0.572917,-0.115582,1.630266,1.041738
1543341609.458134,1338815041,0.327202,0.649973,0.377106,0.572944,-0.115537,1.630281,1.041617
1543341610.483872,1339815027,0.327145,0.649980,0.377095,0.572976,-0.115573,1.630223,1.041508
1543341611.493724,1340815013,0.327157,0.649993,0.377074,0.572968,-0.115547,1.630272,1.041492
1543341612.503453,1341814999,0.327174,0.649990,0.377048,0.572979,-0.115483,1.630287,1.041476
1543341613.529495,1342814984,0.327179,0.649984,0.377096,0.572952,-0.115553,1.630278,1.041562
1543341614.539037,1343814970,0.327163,0.649982,0.377128,0.572941,-0.115620,1.630253,1.041591
1543341615.564843,1344814956,0.327138,0.649996,0.377058,0.572986,-0.115539,1.630256,1.041435
1543341616.574757,1345814942,0.327133,0.650004,0.377044,0.572989,-0.115531,1.630271,1.041403
1543341617.600498,1346814927,0.327109,0.649970,0.377026,0.573053,-0.115466,1.630149,1.041339
1543341618.610139,1347814913,0.327141,0.649981,0.377060,0.572999,-0.115517,1.630221,1.041445
1543341619.635889,1348814899,0.327166,0.649970,0.377060,0.572998,-0.115481,1.630225,1.041485
1543341620.645792,1349814885,0.327188,0.649969,0.377070,0.572980,-0.115479,1.630250,1.041537
1543341621.671339,1350814870,0.327168,0.649953,0.376998,0.573058,-0.115345,1.630181,1.041387
1543341622.681265,1351814856,0.327177,0.649982,0.377140,0.572925,-0.115631,1.630272,1.041632
1543341623.691005,1352814842,0.327211,0.649964,0.377033,0.572997,-0.115390,1.630267,1.041513
1543341624.716890,1353814828,0.327171,0.649953,0.377038,0.573029,-0.115413,1.630185,1.041459
1543341625.726680,1354814813,0.327173,0.649972,0.377049,0.572999,-0.115460,1.630239,1.041476
1543341626.752342,1355814799,0.327147,0.649971,0.377052,0.573013,-0.115484,1.630201,1.041441
1543341627.762100,1356814785,0.327222,0.649961,0.377179,0.572898,-0.115631,1.630277,1.041769
1543341628.788009,1357814771,0.327074,0.650034,0.377023,0.573003,-0.115583,1.630271,1.041273
1543341629.797745,1358814756,0.327189,0.649962,0.377079,0.572982,-0.115484,1.630232,1.041553
1543341630.823353,1359814742,0.327148,0.649972,0.377059,0.573007,-0.115495,1.630205,1.041455
1543341631.833205,1360814728,0.327190,0.649974,0.377079,0.572968,-0.115500,1.630265,1.041554
1543341632.858866,1361814714,0.327205,0.650000,0.377069,0.572936,-0.115511,1.630354,1.041559
1543341633.868721,1362814699,0.327158,0.649985,0.377088,0.572967,-0.115558,1.630254,1.041517
1543341634.878479,1363814685,0.327288,0.649926,0.377101,0.572952,-0.115390,1.630270,1.041749
1543341635.904373,1364814671,0.327209,0.649978,0.377078,0.572953,-0.115492,1.630302,1.041581
1543341636.914030,1365814657,0.327131,0.649994,0.377059,0.572992,-0.115541,1.630241,1.041426
1543341637.939780,1366814642,0.327162,0.649974,0.377086,0.572979,-0.115535,1.630229,1.041521
1543341638.949594,1367814628,0.327189,0.649953,0.377038,0.573019,-0.115398,1.630210,1.041487
1543341639.975298,1368814614,0.327176,0.650003,0.377104,0.572926,-0.115599,1.630324,1.041569
1543341640.985183,1369814599,0.327131,0.649986,0.377025,0.573022,-0.115472,1.630221,1.041371
1543341641.994918,1370814585,0.327137,0.649987,0.377026,0.573018,-0.115470,1.630230,1.041382
1543341643.020931,1371814571,0.327228,0.649961,0.377091,0.572953,-0.115473,1.630282,1.041635
1543341644.030475,1372814557,0.327161,0.650007,0.377116,0.572922,-0.115638,1.630317,1.041565
1543341645.056307,1373814542,0.327146,0.649947,0.377066,0.573032,-0.115472,1.630138,1.041464
1543341646.066001,1374814528,0.327213,0.649993,0.377111,0.572912,-0.115568,1.630347,1.041640
1543341647.091796,1375814514,0.327245,0.649967,0.377088,0.572938,-0.115463,1.630321,1.041654
1543341648.101601,1376814500,0.327239,0.649972,0.377115,0.572918,-0.115522,1.630326,1.041690
1543341649.127305,1377814485,0.327240,0.649955,0.377129,0.572927,-0.115521,1.630284,1.041716
1543341650.137250,1378814471,0.327208,0.649979,0.377125,0.572922,-0.115574,1.630302,1.041656
1543341651.162848,1379814457,0.327232,0.649966,0.377104,0.572937,-0.115499,1.630300,1.041661
1543341652.172795,1380814443,0.327194,0.650010,0.377051,0.572942,-0.115505,1.630366,1.041510
1543341653.182469,1381814428,0.327179,0.649972,0.377032,0.573007,-0.115425,1.630247,1.041458
1543341654.208260,1382814414,0.327133,0.649955,0.377093,0.573012,-0.115540,1.630142,1.041488
1543341655.218053,1383814400,0.327213,0.649968,0.377086,0.572957,-0.115488,1.630281,1.041602
1543341656.243860,1384814386,0.327189,0.649967,0.377062,0.572987,-0.115462,1.630247,1.041525
1543341657.253594,1385814371,0.327164,0.649962,0.377076,0.572998,-0.115499,1.630201,1.041508
1543341658.279353,1386814357,0.327244,0.649969,0.377070,0.572948,-0.115436,1.630324,1.041624
1543341659.289203,1387814343,0.327200,0.649973,0.377068,0.572971,-0.115472,1.630276,1.041551
1543341660.314879,1388814329,0.327224,0.649951,0.377073,0.572978,-0.115430,1.630250,1.041600
1543341661.324702,1389814314,0.327194,0.649956,0.377095,0.572976,-0.115498,1.630223,1.041587
1543341662.350474,1390814300,0.327236,0.649964,0.377110,0.572932,-0.115505,1.630301,1.041678
1543341663.360245,1391814286,0.327172,0.649982,0.377075,0.572972,-0.115520,1.630264,1.041517
1543341664.370530,1392814272,0.327192,0.649986,0.377059,0.572966,-0.115484,1.630301,1.041522
1543341665.395782,1393814257,0.327183,0.649963,0.377023,0.573021,-0.115393,1.630228,1.041451
1543341666.405642,1394814243,0.327148,0.649988,0.377097,0.572964,-0.115587,1.630248,1.041516
1543341667.431331,1395814229,0.327224,0.649977,0.377127,0.572913,-0.115562,1.630321,1.041685
1543341668.441091,1396814214,0.327211,0.650027,0.377020,0.572935,-0.115462,1.630433,1.041483
1543341669.466989,1397814200,0.327163,0.649982,0.377079,0.572974,-0.115534,1.630252,1.041510
1543341670.476746,1398814186,0.327223,0.649983,0.377053,0.572956,-0.115442,1.630333,1.041562
1543341671.502320,1399814172,0.327154,0.649948,0.377055,0.573033,-0.115448,1.630151,1.041460
1543341672.512204,1400814157,0.327147,0.649984,0.377080,0.572981,-0.115551,1.630234,1.041486
1543341673.538046,1401814143,0.327163,0.649957,0.377092,0.572993,-0.115520,1.630187,1.041534
1543341674.547809,1402814129,0.327195,0.649956,0.377085,0.572981,-0.115482,1.630225,1.041573
1543341675.573486,1403814115,0.327181,0.649985,0.377051,0.572978,-0.115476,1.630284,1.041492
1543341676.583292,1404814100,0.327181,0.649973,0.377021,0.573011,-0.115407,1.630252,1.041444
1543341677.593090,1405814086,0.327153,0.649995,0.377079,0.572965,-0.115562,1.630273,1.041492
