Time,quat 1,quat 2,quat 3,quat 4
0.13100004196166992,-0.018621984869241714,-0.019146809354424477,-0.9995200634002686,-0.015693657100200653
0.22699999809265137,-0.9995208382606506,-0.01564333215355873,-0.018623314797878265,-0.019149174913764
0.3190000057220459,-0.9995189905166626,-0.01569426618516445,-0.018650207668542862,-0.019166739657521248
0.38300013542175293,-0.019182350486516953,-0.9995180368423462,-0.015719790011644363,-0.018669378012418747
0.47100019454956055,-0.01868528127670288,-0.019195768982172012,-0.9995148181915283,-0.015884675085544586
0.5350000858306885,-0.019182445481419563,-0.9995145797729492,-0.015869630500674248,-0.01873263530433178
0.627000093460083,-0.9995139837265015,-0.015879517421126366,-0.018780769780278206,-0.01915522664785385
0.7230000495910645,-0.019196774810552597,-0.999513566493988,-0.015863953158259392,-0.018772345036268234
0.7780001163482666,-0.01922592893242836,-0.999512791633606,-0.015858663246035576,-0.018785864114761353
0.8700001239776611,-0.019268862903118134,-0.9995105862617493,-0.01589728146791458,-0.018833503127098083
0.9700000286102295,-0.01929481513798237,-0.9995086193084717,-0.015944605693221092,-0.018866389989852905
1.0300002098083496,-0.01927526853978634,-0.9995089173316956,-0.015935201197862625,-0.018879840150475502
1.1380000114440918,-0.9995085000991821,-0.015922140330076218,-0.018867699429392815,-0.019321884959936142
1.2260000705718994,-0.015946775674819946,-0.01890527456998825,-0.019334791228175163,-0.9995070695877075
1.3220000267028809,-0.01597706601023674,-0.018949003890156746,-0.019320959225296974,-0.9995059370994568
1.4020001888275146,-0.015960436314344406,-0.018960189074277878,-0.01932537741959095,-0.9995060563087463
1.4620001316070557,-0.9995065927505493,-0.015925906598567963,-0.0189579539000988,-0.01932760700583458
1.5530002117156982,-0.9995051026344299,-0.0160530935972929,-0.018944943323731422,-0.019313354045152664
1.6450002193450928,-0.9995065331459045,-0.01597176119685173,-0.01894286647439003,-0.019306721165776253
1.7090001106262207,-0.0189390629529953,-0.019272491335868835,-0.9995073676109314,-0.01596776396036148
1.8010001182556152,-0.9995081424713135,-0.01589578203856945,-0.01895616203546524,-0.019272558391094208
1.8610000610351562,-0.019246390089392662,-0.9995092153549194,-0.01583443209528923,-0.018977543339133263
1.9490001201629639,-0.9995086789131165,-0.01586057059466839,-0.018979458138346672,-0.019252149388194084
2.0370001792907715,-0.01585925742983818,-0.01899878866970539,-0.01924428530037403,-0.9995083808898926
2.125,-0.01925710029900074,-0.999506950378418,-0.015855424106121063,-0.019066808745265007
2.180999994277954,-0.9995062947273254,-0.015846475958824158,-0.019083764404058456,-0.019281301647424698
2.2760000228881836,-0.01925673708319664,-0.9995062947273254,-0.01587585173547268,-0.01908409781754017
2.372000217437744,-0.0192782711237669,-0.9995056390762329,-0.015852004289627075,-0.0191168375313282
2.4639999866485596,-0.019257813692092896,-0.9995062351226807,-0.01583058014512062,-0.01912470906972885
2.5440001487731934,-0.019320756196975708,-0.999505341053009,-0.01581493578851223,-0.019119195640087128
2.640000104904175,-0.9995077252388,-0.0156736820936203,-0.01912679523229599,-0.01930692046880722
2.696000099182129,-0.9995082020759583,-0.01568187028169632,-0.019133763387799263,-0.019272781908512115
2.7800002098083496,-0.019148074090480804,-0.019268641248345375,-0.9995077252388,-0.015700971707701683
2.872000217437744,-0.015747547149658203,-0.019183428958058357,-0.019254425540566444,-0.9995063543319702
2.9600000381469727,-0.015782896429300308,-0.019216645509004593,-0.019250251352787018,-0.999505341053009
3.0160000324249268,-0.019254039973020554,-0.9995055198669434,-0.015769334509968758,-0.019218208268284798
3.115000009536743,-0.9995033144950867,-0.015846937894821167,-0.019261851906776428,-0.019258011132478714
3.1670000553131104,-0.0158699844032526,-0.01926940120756626,-0.0192764513194561,-0.999502420425415
3.2190001010894775,-0.01927635632455349,-0.9995018839836121,-0.01590181328356266,-0.019273998215794563
3.2950000762939453,-0.019286613911390305,-0.019265688955783844,-0.99950110912323,-0.015947215259075165
3.383000135421753,-0.019279414787888527,-0.9994992613792419,-0.016028694808483124,-0.019305633381009102
3.4710001945495605,-0.019288422539830208,-0.9994992017745972,-0.015993505716323853,-0.019319646060466766
3.567000150680542,-0.019338911399245262,-0.01925073005259037,-0.9994999766349792,-0.01597209833562374
3.63100004196167,-0.019272759556770325,-0.9994988441467285,-0.015995945781469345,-0.019356409087777138
3.7230000495910645,-0.01926581561565399,-0.9994955658912659,-0.01615263521671295,-0.0194031223654747
3.7820000648498535,-0.9994950294494629,-0.016139686107635498,-0.01943919062614441,-0.019270116463303566
3.878000020980835,-0.019237495958805084,-0.9994949698448181,-0.016161417588591576,-0.01945638097822666
3.942000150680542,-0.019254080951213837,-0.9994927644729614,-0.016260938718914986,-0.01946936547756195
4.038000106811523,-0.019459476694464684,-0.019250934943556786,-0.9994943141937256,-0.016180720180273056
4.0940001010894775,-0.01928887888789177,-0.999494194984436,-0.016140585765242577,-0.019462618976831436
4.182000160217285,-0.016058437526226044,-0.019455213099718094,-0.01929282955825329,-0.9994955658912659
4.28600001335144,-0.019458282738924026,-0.01929192990064621,-0.9994949102401733,-0.016098100692033768
4.378000020980835,-0.019283007830381393,-0.9994942545890808,-0.01614854298532009,-0.019457874819636345
4.466000080108643,-0.9994952082633972,-0.01611638441681862,-0.01948990300297737,-0.01923106051981449
4.557000160217285,-0.019193166866898537,-0.9994974136352539,-0.015998907387256622,-0.019507868215441704
4.613000154495239,-0.01598197966814041,-0.019502870738506317,-0.019196458160877228,-0.9994978308677673
4.713000059127808,-0.019209234043955803,-0.9994997978210449,-0.015838271006941795,-0.019497517496347427
4.769000053405762,-0.01921103335916996,-0.9994992613792419,-0.01585724577307701,-0.019510287791490555
4.825000047683716,-0.9995009303092957,-0.015764115378260612,-0.019520867615938187,-0.019192224368453026
4.91700005531311,-0.9994988441467285,-0.01586269587278366,-0.019558025524020195,-0.01918293908238411
5.021000146865845,-0.015724001452326775,-0.019567053765058517,-0.01917152851819992,-0.9995010495185852
5.093000173568726,-0.01920129358768463,-0.9995005130767822,-0.015738580375909805,-0.01954980008304119
5.205000162124634,-0.9995008707046509,-0.01574431173503399,-0.01956409588456154,-0.019161859527230263
5.261000156402588,-0.9995009899139404,-0.015762777999043465,-0.019569821655750275,-0.01913759857416153
5.372000217437744,-0.999500572681427,-0.01574886403977871,-0.019568443298339844,-0.01917419396340847
5.46399998664856,-0.019167214632034302,-0.9995000958442688,-0.01577405259013176,-0.019575854763388634
5.555999994277954,-0.01959819719195366,-0.019169269129633904,-0.9994991421699524,-0.015811197459697723
5.644000053405762,-0.019186681136488914,-0.9994988441467285,-0.015794383361935616,-0.01960447058081627
5.703999996185303,-0.019197707995772362,-0.9994978308677673,-0.015816355124115944,-0.019630324095487595
5.788000106811523,-0.015869339928030968,-0.01966533437371254,-0.019211148843169212,-0.9994959831237793
5.8440001010894775,-0.9994954466819763,-0.015897883102297783,-0.019686808809638023,-0.01919451542198658
5.932000160217285,-0.01973097026348114,-0.019221346825361252,-0.9994934797286987,-0.01593928225338459
6.019000053405762,-0.999492347240448,-0.01596260257065296,-0.019747084006667137,-0.01924416795372963
6.083000183105469,-0.015856273472309113,-0.019802449271082878,-0.019263530150055885,-0.9994925260543823
6.171000003814697,-0.019294332712888718,-0.9994911551475525,-0.01588592305779457,-0.01982037164270878
6.259000062942505,-0.0158154908567667,-0.019819051027297974,-0.01931922510266304,-0.999491810798645
6.351000070571899,-0.01589137874543667,-0.01985829509794712,-0.01930725947022438,-0.9994900822639465
6.4070000648498535,-0.019261758774518967,-0.9994891285896301,-0.015941129997372627,-0.01991010457277298
6.503000020980835,-0.019258206710219383,-0.9994869232177734,-0.01599610038101673,-0.019971417263150215
6.575000047683716,-0.019244881346821785,-0.9994863271713257,-0.0160203967243433,-0.019999368116259575
6.683000087738037,-0.9994848370552063,-0.0160017441958189,-0.02001475729048252,-0.019320480525493622
6.7820000648498535,-0.01934267021715641,-0.999483585357666,-0.01602916046977043,-0.02003036066889763
6.882000207901001,-0.01604108326137066,-0.020082609727978706,-0.019308874383568764,-0.9994832277297974
6.9740002155303955,-0.020096896216273308,-0.01932283118367195,-0.9994826316833496,-0.016038455069065094
7.065999984741211,-0.019283007830381393,-0.9994822144508362,-0.016076765954494476,-0.020126862451434135
7.118000030517578,-0.9994823932647705,-0.01606741175055504,-0.020137544721364975,-0.01926693692803383
7.178000211715698,-0.020138410851359367,-0.019276311621069908,-0.9994831681251526,-0.01601170003414154
7.270000219345093,-0.01925385743379593,-0.9994843006134033,-0.015963556244969368,-0.020134378224611282
7.334000110626221,-0.01592864841222763,-0.020106302574276924,-0.019265782088041306,-0.999485194683075
7.442000150680542,-0.019244380295276642,-0.9994860887527466,-0.015882961452007294,-0.02011839486658573
7.498000144958496,-0.9994850158691406,-0.015983106568455696,-0.02012750878930092,-0.019210776314139366
7.58899998664856,-0.019248664379119873,-0.9994840025901794,-0.016027607023715973,-0.0201017614454031
7.641000032424927,-0.020097995176911354,-0.019286207854747772,-0.9994839429855347,-0.016003333032131195
7.736999988555908,-0.015969250351190567,-0.02010677382349968,-0.019280480220913887,-0.9994843602180481
7.825000047683716,-0.019243141636252403,-0.9994876384735107,-0.01580645702779293,-0.02010677568614483
7.897000074386597,-0.999487578868866,-0.015808383002877235,-0.02009923756122589,-0.019257361069321632
8.021000146865845,-0.019232207909226418,-0.999487042427063,-0.015820642933249474,-0.020129896700382233
8.077000141143799,-0.020146608352661133,-0.01924346759915352,-0.999487042427063,-0.015797976404428482
