
Time,unknown,unknown,unknown,unknown,unknown,unknown
0.003999948501586914,0.676,0.000493,0.000367
0.007999897003173828,150.399,-4.258,1.82,0.2293,-0.107,0.4191,-0.758,-0.336,-9.751,-0.00015,-6e-05
0.016000032424926758,150.4,-4.258,1.819,0.2277,-0.1177,0.4192,-0.765,-0.259,-9.703,0.000244,0.000467
0.023999929428100586,150.403,-4.258,1.82,0.2279,-0.1101,0.4191,-0.744,-0.329,-9.686,-0.000639,0.000504
0.0279998779296875,150.406,-4.258,1.819,0.2224,-0.1145,0.4205,-0.739,-0.267,-9.723,0.000982,-0.000375
0.03600001335144043,150.408,-4.256,1.82,0.2267,-0.0994,0.4138,-0.737,-0.329,-9.735,0.000747,0.000177
0.04399991035461426,150.415,-4.258,1.82,0.2266,-0.0995,0.4072,-0.754,-0.287,-9.724,-0.000928,0.000571
0.04799985885620117,150.416,-4.257,1.821,0.2278,-0.1086,0.4107,-0.767,-0.37,-9.695,-0.000333,0.000668
0.05200004577636719,150.42,-4.257,1.82,0.2264,-0.1146,0.4141,-0.767,-0.274,-9.699,0.000884,-0.000573
0.059999942779541016,150.421,-4.256,1.82,0.2293,-0.1025,0.409,-0.749,-0.307,-9.741,0.000751,-0.000449
0.06399989128112793,150.425,-4.257,1.821,0.2267,-0.1039,0.4222,-0.767,-0.271,-9.664,-0.000346,0.00117
0.07200002670288086,150.425,-4.256,1.821,0.2292,-0.1101,0.4191,-0.753,-0.341,-9.729,-0.000341,0.000478
0.07999992370605469,150.429,-4.256,1.821,0.2304,-0.1132,0.4126,-0.755,-0.283,-9.746,0.000467,-0.000337
0.0839998722076416,150.432,-4.255,1.821,0.2252,-0.11,0.4206,-0.761,-0.309,-9.74,0.000566,0.000218
0.08800005912780762,150.431,-4.256,1.821,0.2265,-0.107,0.414,-0.775,-0.286,-9.687,-0.000292,-0.00019
0.09599995613098145,150.435,-4.256,1.82,0.2264,-0.1101,0.4107,-0.748,-0.333,-9.717,0.00105,0.001047
0.09999990463256836,150.437,-4.256,1.821,0.2267,-0.1024,0.4222,-0.759,-0.317,-9.724,0.000311,-0.001152
0.10399985313415527,150.437,-4.255,1.82,0.2278,-0.1162,0.4175,-0.74,-0.315,-9.73,0.000767,0.000685
0.1119999885559082,150.44,-4.254,1.821,0.2279,-0.1116,0.4191,-0.76,-0.313,-9.688,-0.000649,-0.000847
0.11999988555908203,150.445,-4.255,1.821,0.2293,-0.11,0.4242,-0.762,-0.295,-9.733,0.001454,0.00049
