
Time,Yost Time,quat 1,quat 2,quat 3,quat 4
1.9129998683929443,3208519213,-0.02526707574725151,0.6689397096633911,-0.01884717121720314,-0.7426482439041138
2.013000011444092,3164244977,-0.7426764369010925,-0.025307439267635345,0.6689061522483826,-0.01885678805410862
2.069000005722046,3208520220,-0.025204388424754143,0.6688778400421143,-0.018762094900012016,-0.7427083253860474
2.125,3208520509,-0.025251559913158417,0.6688576936721802,-0.01873844489455223,-0.742725133895874
2.2209999561309814,3167696815,0.6688475608825684,-0.018742552027106285,-0.7427324652671814,-0.025293640792369843
2.305000066757202,3167711203,0.6688374876976013,-0.01873544044792652,-0.742742657661438,-0.02532114088535309
2.3610000610351562,3167705961,0.6688439249992371,-0.018776610493659973,-0.7427336573600769,-0.02531089074909687
2.4519999027252197,1059797350,-0.01876966655254364,-0.7427345514297485,-0.025302829220891,0.66884446144104
2.5480000972747803,1059797443,-0.018765855580568314,-0.7427297830581665,-0.02525647170841694,0.6688515543937683
2.6080000400543213,3164216521,-0.7427214980125427,-0.025211095809936523,0.6688611507415771,-0.018813811242580414
2.7319998741149902,1059797785,-0.018912067636847496,-0.7427125573158264,-0.025179395452141762,0.6688694357872009
2.7920000553131104,1059798022,-0.018925923854112625,-0.7427002191543579,-0.025143396109342575,0.6688839793205261
2.888000011444092,1059798870,-0.018972638994455338,-0.7426565885543823,-0.02506720833480358,0.6689340472221375
2.9800000190734863,3164319674,-0.7426421642303467,-0.0250618327409029,0.6689494252204895,-0.019005008041858673
3.0360000133514404,3164331485,-0.7426370978355408,-0.02503047324717045,0.6689555048942566,-0.019026875495910645
3.134999990463257,3208518751,-0.025023112073540688,0.6689738035202026,-0.019042257219552994,-0.7426197528839111
3.190999984741211,1059799690,-0.019044294953346252,-0.7426108121871948,-0.025003910064697266,0.6689853072166443
3.2829999923706055,1059799787,-0.019048698246479034,-0.7426061034202576,-0.025022238492965698,0.6689895987510681
3.366999864578247,3208518823,-0.025025056675076485,0.6689687371253967,-0.019057996571063995,-0.742624819278717
3.4589998722076416,3167535656,0.6689667105674744,-0.018988385796546936,-0.7426291108131409,-0.024992933496832848
3.5149998664855957,3167572605,0.6689755320549011,-0.01908254250884056,-0.7426157593727112,-0.025066426023840904
3.6069998741149902,1059799502,-0.019047081470489502,-0.7426201701164246,-0.02505655400454998,0.6689727902412415
3.703000068664551,3208518579,-0.025061361491680145,0.6689838171005249,-0.019045015797019005,-0.7426103353500366
3.750999927520752,3164351866,-0.7426144480705261,-0.025104772299528122,0.668976902961731,-0.019064931198954582
3.810999870300293,1059799173,-0.019056549295783043,-0.742636501789093,-0.025170357897877693,0.6689499616622925
3.9019999504089355,3164301765,-0.7426172494888306,-0.025103148072957993,0.6689764857292175,-0.018973689526319504
3.9579999446868896,3164331348,-0.7425735592842102,-0.02507649175822735,0.6690244078636169,-0.01902453973889351
4.037999868392944,3164329375,-0.7425052523612976,-0.02498587593436241,0.669103741645813,-0.019026514142751694
4.134000062942505,1059802821,-0.018974287435412407,-0.742452085018158,-0.02481732703745365,0.6691703796386719
4.2179999351501465,3208515948,-0.02484680525958538,0.6691659092903137,-0.019044918939471245,-0.7424528002738953
4.309999942779541,3167460866,0.6691593527793884,-0.019047394394874573,-0.7424593567848206,-0.024850409477949142
4.361999988555908,3167440603,0.6691582202911377,-0.019088486209511757,-0.7424596548080444,-0.02481877990067005
4.450000047683716,3208516253,-0.024880463257431984,0.6691430807113647,-0.01909158192574978,-0.7424713969230652
4.526000022888184,3167479156,0.6691399216651917,-0.019130997359752655,-0.7424742579460144,-0.024902623146772385
4.621999979019165,3208516138,-0.02492842823266983,0.6691482067108154,-0.019113441929221153,-0.7424649596214294
4.680999994277954,1059802116,-0.019151272252202034,-0.7424787878990173,-0.024974623695015907,0.6691299080848694
4.760999917984009,1059802237,-0.01918451488018036,-0.7424726486206055,-0.024983158335089684,0.6691354513168335
4.85699987411499,1059802647,-0.019202694296836853,-0.7424484491348267,-0.02497066557407379,0.669162392616272
4.944999933242798,3208515584,-0.024965334683656693,0.6691811084747314,-0.019196253269910812,-0.7424304485321045
5.004999876022339,3164438192,-0.7424443960189819,-0.02500276453793049,0.6691648364067078,-0.019221095368266106
5.101000070571899,1059801452,-0.019139530137181282,-0.7425104975700378,-0.025126563385128975,0.6690892577171326
5.16100001335144,1059801028,-0.01914972998201847,-0.742530882358551,-0.02520453743636608,0.6690633893013
5.249000072479248,3208518145,-0.02526521123945713,0.6690044403076172,-0.019058432430028915,-0.742584228515625
5.3450000286102295,3164307221,-0.7426398992538452,-0.025347398594021797,0.6689419150352478,-0.018980475142598152
5.4040000438690186,1059798591,-0.018983416259288788,-0.7426612377166748,-0.025363124907016754,0.6689175963401794
5.496000051498413,3164284576,-0.7426770925521851,-0.025385037064552307,0.6689003109931946,-0.018940696492791176
5.552000045776367,3164281877,-0.742693305015564,-0.0253975298255682,0.6688818335533142,-0.018934553489089012
5.648000001907349,1059797550,-0.018889466300606728,-0.7427172660827637,-0.02539678104221821,0.668856680393219
5.736000061035156,3167753886,0.668860673904419,-0.01887615956366062,-0.7427131533622742,-0.025405162945389748
5.823999881744385,1059797769,-0.018904628232121468,-0.7427062392234802,-0.0253615640103817,0.6688697934150696
5.884000062942505,3167794451,0.6688594818115234,-0.01899382285773754,-0.742709755897522,-0.025476794689893723
5.976000070571899,1059797776,-0.018989887088537216,-0.7427010536193848,-0.025434624403715134,0.6688703894615173
6.063999891281128,3208520178,-0.025391198694705963,0.6688662767410278,-0.019019605591893196,-0.7427058219909668
6.162999868392944,1059798249,-0.01901889406144619,-0.7426800727844238,-0.02533036097884178,0.6688967943191528
6.246999979019165,3208519617,-0.02530326135456562,0.6689063310623169,-0.019031306728720665,-0.7426708936691284
6.32699990272522,1059798877,-0.019038505852222443,-0.7426472306251526,-0.02519652247428894,0.6689378023147583
6.42300009727478,3164350616,-0.74263995885849,-0.02507820352911949,0.6689494848251343,-0.019062841311097145
6.519000053405762,3164351273,-0.742633581161499,-0.025087838992476463,0.6689561009407043,-0.019061226397752762
6.60699987411499,3167563194,0.6689966320991516,-0.0190823245793581,-0.7425969839096069,-0.02504614181816578
6.698999881744385,1059800557,-0.019112272188067436,-0.7425636649131775,-0.025028545409440994,0.6690347194671631
6.754999876022339,1059800943,-0.01911444589495659,-0.7425426840782166,-0.024993781000375748,0.6690593361854553
6.846999883651733,1059801794,-0.01911574974656105,-0.7424994707107544,-0.024922117590904236,0.6691098213195801
6.930000066757202,1059802008,-0.0191353652626276,-0.7424879670143127,-0.024894094094634056,0.6691229939460754
7.0299999713897705,3164380283,-0.7424677610397339,-0.024847881868481636,0.669147789478302,-0.019118309020996094
7.129999876022339,1059802582,-0.019116412848234177,-0.7424599528312683,-0.024900803342461586,0.6691544055938721
7.2179999351501465,1059802618,-0.01911073364317417,-0.7424562573432922,-0.024890167638659477,0.6691592335700989
7.309999942779541,1059802492,-0.01908658631145954,-0.742462694644928,-0.02491844817996025,0.6691515445709229
7.369999885559082,3164360875,-0.7424800395965576,-0.02493753656744957,0.6691317558288574,-0.0190817229449749
7.45799994468689,3208516571,-0.024991167709231377,0.6691184043884277,-0.01907508261501789,-0.7424906492233276
7.549999952316284,3167554119,0.6691181659698486,-0.01907431147992611,-0.7424896955490112,-0.025028903037309647
7.63700008392334,3164330926,-0.7424829006195068,-0.025038963183760643,0.669126570224762,-0.01902531273663044
7.740999937057495,3164306968,-0.7425088882446289,-0.02502419613301754,0.6690994501113892,-0.018982067704200745
7.800999879837036,3208516784,-0.025007139891386032,0.6691064238548279,-0.018983010202646255,-0.7425039410591125
7.897000074386597,1059801769,-0.018971100449562073,-0.7425003051757812,-0.02505025453865528,0.6691082715988159
7.957000017166138,3164324410,-0.7425083518028259,-0.025064565241336823,0.6690974235534668,-0.019015463069081306
8.05299997329712,3167608955,0.6690855622291565,-0.018978731706738472,-0.7425183653831482,-0.025130560621619225
