
Time,Yost Time,quat 1,quat 2,quat 3,quat 4
0.1789999008178711,1059802888,-0.018743202090263367,-0.7424362897872925,-0.025313008576631546,0.6691758036613464
0.2390000820159912,1059802614,-0.018735380843281746,-0.7424527406692505,-0.025319907814264297,0.6691576242446899
0.33899998664855957,3164195215,-0.7424343824386597,-0.025289149954915047,0.6691779494285583,-0.01877424120903015
0.39100003242492676,1059802849,-0.018787017092108727,-0.7424396276473999,-0.025250807404518127,0.6691732406616211
0.4869999885559082,1059802778,-0.01879475824534893,-0.7424432039260864,-0.025235753506422043,0.669169545173645
0.5750000476837158,3164216231,-0.7424463033676147,-0.025196075439453125,0.6691671013832092,-0.018814340233802795
0.6389999389648438,3167610054,0.6691819429397583,-0.01882859505712986,-0.7424361109733582,-0.02513265237212181
0.7309999465942383,1059802987,-0.018815726041793823,-0.7424359321594238,-0.025159284472465515,0.6691800951957703
0.810999870300293,1059802524,-0.01884978823363781,-0.7424592971801758,-0.02516007050871849,0.6691529750823975
0.875,1059802377,-0.018824439495801926,-0.7424703240394592,-0.025144660845398903,0.6691422462463379
0.9660000801086426,1059802513,-0.01875605434179306,-0.7424647808074951,-0.025065291672945023,0.6691532135009766
1.058000087738037,3167590163,0.6691551804542542,-0.018766069784760475,-0.7424612641334534,-0.025097189471125603
1.121999979019165,3164195301,-0.7424747943878174,-0.025038955733180046,0.6691424250602722,-0.01877208799123764
1.2139999866485596,3164137494,-0.7425140142440796,-0.025035932660102844,0.6691020131111145,-0.018670057877898216
1.2980000972747803,3167607053,0.669076144695282,-0.018720032647252083,-0.742533266544342,-0.025129718706011772
1.3499999046325684,3208517468,-0.025134442374110222,0.6690625548362732,-0.018764380365610123,-0.742544949054718
1.446000099182129,1059800814,-0.01869642734527588,-0.7425565123558044,-0.025120066478848457,0.669050931930542
1.5339999198913574,3167644567,0.6690247058868408,-0.01875581592321396,-0.7425763607025146,-0.02519640326499939
1.5940001010894775,3164185150,-0.7425920963287354,-0.025204814970493317,0.6690066456794739,-0.01875355839729309
1.680999994277954,3208518457,-0.025220274925231934,0.6689931750297546,-0.01878177374601364,-0.7426036596298218
1.7649998664855957,3164225355,-0.7426209449768066,-0.025227893143892288,0.6689716577529907,-0.018828468397259712
1.8569998741149902,3208518920,-0.025233471766114235,0.6689602732658386,-0.01885034516453743,-0.7426305413246155
