Time,ax,ay,az
0.1360001564025879,-0.0028350983070655764,0.046540695808060216,-4.352660898245583
0.22699999809265137,-0.002737998257379392,0.04682017375851801,-4.35319592730858
0.2870001792907715,-0.0026624490065768323,0.04701362744457705,-4.353565041435664
0.379000186920166,-0.0026763710452792767,0.047208982794101975,-4.353979162985172
0.43900012969970703,-0.0026440932207783263,0.04734159573282031,-4.35426412122181
0.5310001373291016,-0.002700141318454185,0.0474824727932963,-4.354585032133165
0.6230001449584961,-0.002737424533417994,0.047602190206673764,-4.354823917682945
0.6830000877380371,-0.0027490953687614806,0.04767189012582818,-4.35489236092296
0.7750000953674316,-0.002752102348109478,0.04767770746833432,-4.354760534449001
0.8590002059936523,-0.002626163956873153,0.047576394994802824,-4.35432058023692
0.9470000267028809,-0.0025699423896223834,0.04744003698580156,-4.3538017964565725
0.9980001449584961,-0.002477264123613301,0.04725002460321362,-4.353152251466702
1.0540001392364502,-0.0023728728902200485,0.04714534156642749,-4.35278500155238
1.1460001468658447,-0.0023166479420030513,0.04700234229945784,-4.352286457796318
1.2380001544952393,-0.0023330183204029573,0.04696110907564285,-4.3520920470367415
1.3300001621246338,-0.0025969191191527203,0.047113957877456585,-4.352377804221708
1.4220001697540283,-0.0028546733213006344,0.047357508120333534,-4.352926681722373
1.4820001125335693,-0.003083879424845335,0.04759975174980066,-4.353485412919071
1.5740001201629639,-0.003228160338089581,0.04777478801244612,-4.3539109860612655
1.6660001277923584,-0.0033262830000224644,0.047884435347951726,-4.35419993903954
1.7210001945495605,-0.0033314062041546392,0.04791787050319983,-4.354354402382764
1.813000202178955,-0.00325513966836317,0.04791497431551437,-4.3544625267230215
1.9049999713897705,-0.0031777168421218476,0.047928240186694324,-4.354651877476526
1.9610002040863037,-0.0031621313680354046,0.0480095456625366,-4.355044427421204
2.017000198364258,-0.0031664548436175803,0.048079769891530635,-4.355324059335662
2.1010000705718994,-0.0032118882677846018,0.04823178229431451,-4.355907824246607
2.193000078201294,-0.003262724475983392,0.04837100736267681,-4.356469751236614
2.249000072479248,-0.0032951380592820983,0.048470056149281744,-4.356887334895538
2.3370001316070557,-0.0033184024878944868,0.048490229594539094,-4.3570607066825024
2.42900013923645,-0.0032385128566786137,0.04839203801291003,-4.356874551722306
2.492000102996826,-0.0031469097379299205,0.0482033280825427,-4.356377605862897
2.5840001106262207,-0.003043422522891074,0.04797208663732896,-4.355715011383685
2.6679999828338623,-0.0028927578252603936,0.04771985615377403,-4.354948553621961
2.752000093460083,-0.0027444665659215168,0.047505059728291534,-4.354269181227881
2.8320000171661377,-0.002656596554036788,0.04736737846112364,-4.353798334347156
2.888000011444092,-0.0025584853353742137,0.04727225367593737,-4.3534760918552555
2.9840002059936523,-0.002509054568828821,0.04725904606140626,-4.353420964420692
3.072000026702881,-0.002493000440808362,0.0472816454799691,-4.353511245581645
3.132000207901001,-0.002499000095416471,0.047319212696096034,-4.353650262590547
3.2269999980926514,-0.0024699692988656807,0.047347904095652434,-4.353748533234771
3.2950000762939453,-0.0024698259979124937,0.0473627096068376,-4.353779159587307
3.383000135421753,-0.0024363253039344384,0.04733474225420256,-4.353683019471955
3.4670000076293945,-0.00244314835385614,0.047305464126968504,-4.353550926681887
3.5510001182556152,-0.0024716303935807525,0.047280605182668294,-4.353410311776331
3.6070001125335693,-0.0024998141280543566,0.04725443962495826,-4.35325744632976
3.703000068664551,-0.002571452901303163,0.04724025413096439,-4.353151718834484
3.7790000438690186,-0.002643955901534619,0.04723400818597031,-4.353081944013924
3.871000051498413,-0.002741221098417308,0.0472402707757212,-4.353085406123341
3.9539999961853027,-0.0027763269711305162,0.04722830735676186,-4.353081411381706
4.01800012588501,-0.0028768090273416417,0.04724439451422162,-4.353165833588261
4.114000082015991,-0.0029312737925256648,0.04725780602702369,-4.353239336834348
4.170000076293945,-0.002974476819279745,0.047271492178313175,-4.353316834822069
4.258000135421753,-0.0029302654843668527,0.04725376135111813,-4.353310709551562
4.3420000076293945,-0.002850149848562378,0.0472236176965298,-4.353277952670154
4.426000118255615,-0.002793817749723397,0.04720386037019277,-4.353259044226414
4.514000177383423,-0.002706504556968928,0.0471694390131035,-4.35319592730858
4.5980000495910645,-0.002601530757087221,0.047131002108433094,-4.353101118773773
4.686000108718872,-0.002468416134995568,0.04710067120033061,-4.352967428087051
4.781000137329102,-0.002422258923981506,0.047123045914676476,-4.352937600682842
4.841000080108643,-0.00236531825122155,0.04715923161598793,-4.352914697497467
4.940999984741211,-0.002349229273241514,0.04722864025189812,-4.352951449120511
5.0290000438690186,-0.002380541961921636,0.047312529826235614,-4.353025751314924
5.085000038146973,-0.0024301839088190936,0.047394363773106706,-4.353153583047248
5.17300009727478,-0.0024652221622077494,0.047448172110693916,-4.35330058953942
5.261000156402588,-0.002502488732414745,0.04747419202678183,-4.353448927612137
5.317000150680542,-0.00251480429201041,0.04747185759963881,-4.353558649849048
5.377000093460083,-0.002526840011632157,0.04746460464685755,-4.353605787800343
5.4720001220703125,-0.0025674794857627106,0.04744658669760748,-4.353669437350396
5.575999975204468,-0.0024922160566435494,0.04739009023179497,-4.353607652013106
5.636000156402588,-0.002479724946878372,0.04737357447184728,-4.353546665624143
5.692000150680542,-0.002474014754994214,0.047368997163723704,-4.353508316104445
5.7840001583099365,-0.0024427488796926284,0.04736263054424273,-4.353371695940525
5.868000030517578,-0.002467570893438658,0.0473764165640731,-4.353248125265945
5.924000024795532,-0.0025161085647513034,0.0473894868593605,-4.353120559849731
6.016000032424927,-0.0025145395363473533,0.04737523062515017,-4.352958373339344
6.104000091552734,-0.0025457869463718493,0.04735970938942205,-4.352841194251381
6.184000015258789,-0.0025456522278713943,0.047321405642806146,-4.352726944640617
6.271000146865845,-0.0025646511774761274,0.04728916891004858,-4.352689660385355
6.371000051498413,-0.0025724965795702027,0.04724425303378871,-4.352706438300223
6.479000091552734,-0.0025665021264485977,0.047225627550914966,-4.35272321621509
6.563000202178955,-0.002528576007752887,0.047202595368674986,-4.3526917909142275
6.6549999713897705,-0.0024729448092203287,0.04716823642942376,-4.352585530786733
6.746999979019165,-0.0024767606197197076,0.04716154939837414,-4.35255144232478
6.807000160217285,-0.0024475927639995352,0.0471424120892284,-4.352513625437301
6.903000116348267,-0.0023742231961165028,0.04710780347862498,-4.352477140130367
6.966000080108643,-0.002379400755782645,0.04710531924867064,-4.3525756770907
7.062000036239624,-0.0023950283619097712,0.04711335450502211,-4.352741059394394
7.177999973297119,-0.002434741711368277,0.04714201677625409,-4.353036403959284
7.269999980926514,-0.0024469748274028526,0.04716732096779905,-4.353211373642902
7.334000110626221,-0.002444366021846741,0.047191068874581986,-4.353338406426899
7.426000118255615,-0.0025199004484127638,0.047246629072823766,-4.353512310846081
7.498000144958496,-0.0025009269860919005,0.047273065107832,-4.353578889873333
7.586000204086304,-0.002504582330732629,0.04730825628492388,-4.353618837289684
7.693000078201294,-0.002561639256715951,0.04736667522014829,-4.353658518389926
7.789000034332275,-0.00253513768297776,0.047371190110433815,-4.353592738311002
7.8450000286102295,-0.0025694518894450505,0.04738004928224753,-4.353540806669745
7.933000087738037,-0.0025630012659570395,0.04736531867246803,-4.353467303423659
8.025000095367432,-0.0025944902850296493,0.04735645117827591,-4.353454253934317
8.109000205993652,-0.00258252192465813,0.04733474225420256,-4.353467303423659
8.213000059127808,-0.0025571368499980357,0.047317664733712426,-4.3536342836240065
8.297000169754028,-0.0025638990425276404,0.047331633845867735,-4.353873169173787
8.38100004196167,-0.002574063267305226,0.04736192314207818,-4.354162921100388
8.473000049591064,-0.002554406329657729,0.04739280748834469,-4.35443056878994
8.532000064849854,-0.0025815021732290087,0.04744132279326537,-4.354682237512953
8.624000072479248,-0.002614920943794625,0.047482406214269045,-4.354822053470182
8.716000080108643,-0.0026356160981483327,0.047504681060074036,-4.354818325044656
8.772000074386597,-0.002666622679347691,0.047510981100527754,-4.354692890157313
8.876000165939331,-0.0025955937803914856,0.047470005870443366,-4.354401806650167
8.936000108718872,-0.0026213179919716448,0.04745232913870796,-4.3541749053252925
9.01200008392334,-0.0026396628546484923,0.04742777396121959,-4.3539693092891385
9.104000091552734,-0.0025914195874719766,0.0473805194966275,-4.353782355380615
9.196000099182129,-0.002599129750916946,0.047356705010817304,-4.353716841617799
9.252000093460083,-0.0026397346351622482,0.047348395115978416,-4.35374879955088
