#system_time_sec,imu_time_usec,quat1,quat2,quat3,quat4,euler1,euler2,euler3
1543952244.193731,3790834665,0.003434,-0.601148,0.045645,-0.797826,0.049419,1.289545,-0.077134
1543952245.210150,3791834651,0.003458,-0.601142,0.045599,-0.797833,0.049325,1.289531,-0.077088
1543952246.226804,3792834637,0.003482,-0.601150,0.045647,-0.797824,0.049345,1.289553,-0.077193
1543952247.243304,3793834622,0.003526,-0.601134,0.045621,-0.797837,0.049242,1.289514,-0.077206
1543952248.259962,3794834608,0.003474,-0.601115,0.045646,-0.797850,0.049354,1.289465,-0.077184
1543952249.276681,3795834594,0.003462,-0.601158,0.045625,-0.797819,0.049351,1.289573,-0.077135
1543952250.293696,3796834580,0.003454,-0.601126,0.045752,-0.797836,0.049514,1.289488,-0.077330
1543952251.310433,3797834565,0.003446,-0.601154,0.045759,-0.797815,0.049538,1.289559,-0.077330
1543952252.327326,3798834551,0.003452,-0.601133,0.045671,-0.797835,0.049421,1.289509,-0.077197
1543952253.344308,3799834537,0.003423,-0.601135,0.045687,-0.797833,0.049487,1.289511,-0.077188
1543952254.361566,3800834522,0.003467,-0.601127,0.045735,-0.797836,0.049474,1.289492,-0.077318
1543952255.378238,3801834508,0.003418,-0.601141,0.045750,-0.797825,0.049570,1.289526,-0.077281
1543952256.395132,3802834494,0.003512,-0.601156,0.045679,-0.797818,0.049336,1.289567,-0.077280
1543952257.411788,3803834480,0.003506,-0.601131,0.045665,-0.797837,0.049327,1.289506,-0.077252
