Time,Yaw,Pitch,Roll
1556648578.3776321,+112.027,+001.543,+028.616,-00.2011,+00.0817,+00.3954,+00.269,-04.686,-08.570,+00.001772,+00.001880,-00.004545*6F
1556648578.3825839,+112.027,+001.542,+028.617,-00.1998,+00.0909,+00.3978,+00.295,-04.662,-08.568,-00.002858,-00.001619,+00.002775*6F
1556648578.387543,+112.025,+001.540,+028.613,-00.2000,+00.0863,+00.3954,+00.248,-04.691,-08.631,+00.002223,-00.000965,+00.001737*60
1556648578.3925502,+112.023,+001.543,+028.614,-00.2000,+00.0863,+00.3954,+00.272,-04.673,-08.579,+00.000937,+00.001177,-00.002139*65
1556648578.3975391,+112.023,+001.542,+028.614,-00.2020,+00.0863,+00.3966,+00.358,-04.713,-08.571,-00.001388,-00.000501,-00.002039*6B
1556648578.4025037,+112.020,+001.542,+028.616,-00.2011,+00.0817,+00.3967,+00.313,-04.720,-08.580,+00.003582,+00.000566,+00.002569*62
1556648578.4075012,+112.018,+001.542,+028.614,-00.1979,+00.0840,+00.3993,+00.299,-04.721,-08.578,-00.005257,-00.003439,+00.001638*66
1556648578.4134753,+112.016,+001.542,+028.614,-00.1990,+00.0840,+00.3967,+00.295,-04.704,-08.607,-00.000206,+00.001496,-00.002793*61
1556648578.4184864,+112.015,+001.545,+028.616,-00.1999,+00.0908,+00.3941,+00.331,-04.693,-08.570,-00.000589,-00.000424,+00.000564*64
1556648578.4254608,+112.018,+001.543,+028.614,-00.2000,+00.0874,+00.3904,+00.286,-04.683,-08.616,+00.002362,-00.000931,+00.003208*63
1556648578.4304535,+112.014,+001.544,+028.615,-00.2011,+00.0805,+00.3917,+00.237,-04.673,-08.590,-00.000962,-00.000112,-00.000678*64
1556648578.436411,+112.014,+001.543,+028.615,-00.2010,+00.0885,+00.3916,+00.315,-04.679,-08.578,-00.000366,+00.001008,-00.002160*69
1556648578.4423976,+112.014,+001.545,+028.617,-00.2021,+00.0772,+00.3992,+00.256,-04.658,-08.621,+00.004751,+00.001081,-00.000402*6E
1556648578.4493794,+112.011,+001.544,+028.614,-00.1979,+00.0829,+00.4006,+00.222,-04.637,-08.593,-00.002868,-00.002670,+00.003353*62
1556648578.4543903,+112.012,+001.544,+028.613,-00.2000,+00.0851,+00.3967,+00.222,-04.693,-08.576,-00.000646,-00.000032,-00.002093*6B
1556648578.4623425,+112.011,+001.544,+028.615,-00.2010,+00.0828,+00.3954,+00.226,-04.665,-08.583,-00.002036,-00.001409,-00.001406*63
1556648578.4733133,+112.008,+001.542,+028.613,-00.1988,+00.0931,+00.3954,+00.212,-04.641,-08.591,+00.002209,+00.000675,+00.001152*6F
1556648578.4792986,+112.009,+001.546,+028.615,-00.1990,+00.0862,+00.3942,+00.216,-04.678,-08.601,-00.002233,+00.000514,-00.000189*6B
1556648578.4862795,+112.008,+001.544,+028.612,-00.1999,+00.0886,+00.3954,+00.222,-04.675,-08.591,+00.001251,+00.000289,-00.003453*68
1556648578.491266,+112.011,+001.546,+028.614,-00.2021,+00.0817,+00.3954,+00.282,-04.667,-08.592,+00.000882,+00.000575,+00.000360*6C
1556648578.496253,+112.016,+001.542,+028.609,-00.2020,+00.0874,+00.3940,+00.209,-04.674,-08.581,-00.005049,-00.004116,+00.003535*6B
1556648578.5032427,+112.018,+001.545,+028.613,-00.1989,+00.0874,+00.3954,+00.248,-04.710,-08.557,+00.005093,+00.002942,-00.003073*61
1556648578.5192215,+112.017,+001.543,+028.609,-00.2009,+00.0897,+00.3941,+00.304,-04.708,-08.588,-00.002182,-00.001760,-00.000976*6E
1556648578.5242047,+112.016,+001.544,+028.611,-00.2011,+00.0874,+00.3891,+00.313,-04.686,-08.592,+00.002501,+00.000541,+00.000062*66
1556648578.5311584,+112.017,+001.544,+028.610,-00.2000,+00.0851,+00.3929,+00.285,-04.703,-08.617,-00.005729,-00.002445,+00.003399*63
1556648578.5371459,+112.015,+001.545,+028.611,-00.2001,+00.0828,+00.3930,+00.310,-04.702,-08.595,+00.004312,+00.002861,-00.003612*64
1556648578.5421546,+112.016,+001.546,+028.611,-00.2021,+00.0863,+00.3916,+00.359,-04.682,-08.584,+00.000311,+00.000865,-00.001062*6B
1556648578.5471258,+112.017,+001.545,+028.611,-00.1999,+00.0840,+00.4017,+00.342,-04.691,-08.560,-00.001173,-00.001223,+00.002567*67
1556648578.5540965,+112.018,+001.547,+028.613,-00.2051,+00.0852,+00.3952,+00.290,-04.713,-08.585,+00.000082,-00.000141,+00.000881*6D
1556648578.558113,+112.018,+001.548,+028.612,-00.2010,+00.0806,+00.4005,+00.320,-04.698,-08.571,-00.001417,-00.000246,-00.001779*6C
1556648578.563074,+112.017,+001.549,+028.614,-00.2020,+00.0874,+00.3965,+00.297,-04.659,-08.567,+00.003512,+00.001915,-00.000944*66
1556648578.5680854,+112.017,+001.549,+028.613,-00.1988,+00.0943,+00.3966,+00.275,-04.655,-08.577,-00.002467,-00.002323,+00.002292*64
1556648578.5730455,+112.019,+001.549,+028.611,-00.1991,+00.0805,+00.3918,+00.239,-04.692,-08.572,+00.000606,+00.000388,-00.000674*60
1556648578.579058,+112.016,+001.551,+028.615,-00.2010,+00.0851,+00.3966,+00.280,-04.673,-08.579,-00.000415,+00.000602,-00.001274*6B
1556648578.5860121,+112.016,+001.549,+028.611,-00.2011,+00.0806,+00.3967,+00.253,-04.649,-08.612,-00.004133,-00.003207,+00.002877*60
1556648578.600002,+112.017,+001.551,+028.614,-00.2011,+00.0828,+00.3942,+00.202,-04.682,-08.571,+00.002758,+00.001344,+00.002501*66
1556648578.6049888,+112.29,+00.3979,+00.260,-04.681,-08.597,+00.000874,+00.001022,-00.003155*69
1556648578.6109464,+112.017,+001.550,+028.611,-00.2009,+00.0874,+00.3966,+00.286,-04.690,-08.569,+00.002106,+00.001910,+00.000031*60
1556648578.6169302,+112.018,+001.550,+028.609,-00.2009,+00.0852,+00.4004,+00.270,-04.675,-08.602,-00.002161,-00.002515,+00.005156*6A
1556648578.6229134,+112.014,+001.551,+028.608,-00.1987,+00.0966,+00.3953,+00.260,-04.718,-08.572,+00.000011,+00.000852,-00.001047*64
1556648578.6279285,+112.012,+001.550,+028.609,-00.2009,+00.0897,+00.3953,+00.318,-04.703,-08.582,-00.001423,+00.000154,-00.001406*66
1556648578.634883,+112.013,+001.550,+028.608,-00.2010,+00.0829,+00.4004,+00.338,-04.702,-08.567,+00.002815,+00.001031,+00.001184*69
1556648578.640864,+112.011,+001.551,+028.607,-00.2000,+00.0851,+00.3954,+00.284,-04.715,-08.584,-00.003784,-00.002557,+00.003412*65
1556648578.646878,+112.009,+001.552,+028.609,-00.1999,+00.0886,+00.3991,+00.291,-04.715,-08.578,+00.000897,+00.000794,-00.003702*6A
