Time,Yaw,Pitch,Roll
[4.035, -0.000876, 0.001003]
[100.381, -3.909, -114.538, 0.0432, -0.3244, -0.3625, -0.748, 8.934, 4.093, -0.001349, -0.000128]
[100.383, -3.91, -114.539, 0.0411, -0.3277, -0.3638, -0.735, 8.917, 4.084, 0.001446, -0.00065]
[100.384, -3.91, -114.539, 0.0422, -0.3266, -0.3601, -0.696, 8.948, 4.021, -0.000296, 0.000395]
[100.383, -3.909, -114.539, 0.0441, -0.3311, -0.3612, -0.679, 8.892, 4.081, -0.001593, 0.000855]
[100.383, -3.911, -114.539, 0.0403, -0.3221, -0.3603, -0.69, 8.898, 4.131, 0.000624, 0.001068]
[100.383, -3.911, -114.539, 0.0442, -0.3233, -0.3625, -0.654, 8.908, 4.041, 0.001804, -5.5e-05]
[100.381, -3.911, -114.541, 0.0422, -0.3277, -0.3589, -0.619, 8.871, 4.074, -0.000986, 0.000766]
[100.382, -3.91, -114.542, 0.0412, -0.3232, -0.3651, -0.614, 8.866, 4.099, -0.001159, 0.000995]
[100.382, -3.91, -114.54, 0.0442, -0.3266, -0.3576, -0.624, 8.878, 4.063, 0.001589, -0.000501]
[100.381, -3.909, -114.541, 0.0402, -0.3276, -0.3578, -0.617, 8.907, 4.067, 0.000525, -0.000424]
[100.382, -3.909, -114.542, 0.0432, -0.3299, -0.3588, -0.63, 8.9, 4.048, -0.001095, 0.00045]
[100.381, -3.909, -114.54, 0.0422, -0.331, -0.3576, -0.637, 8.911, 4.081, 0.000287, 0.000491]
[100.382, -3.909, -114.539, 0.0421, -0.3288, -0.3613, -0.666, 8.893, 4.05, 0.001626, -0.000238]
[100.381, -3.909, -114.539, 0.0422, -0.3277, -0.3589, -0.673, 8.921, 4.048, -0.000137, -5.6e-05]
[100.382, -3.908, -114.539, 0.0432, -0.3266, -0.3625, -0.685, 8.91, 4.06, -0.002454, 0.000493]
[100.381, -3.908, -114.538, 0.0424, -0.3199, -0.3578, -0.699, 8.949, 4.07, -3.4e-05, -0.000417]
[100.381, -3.909, -114.538, 0.0403, -0.3221, -0.3579, -0.726, 8.906, 4.076, 0.000474, 7e-06]
[100.38, -3.908, -114.539, 0.0431, -0.3333, -0.3588, -0.726, 8.907, 4.028, 0.000388, -0.000123]
[]
[100.378, -3.912, -114.54, 0.0411, -0.3266, -0.3663, -0.631, 8.879, 4.082, 0.001056, 0.000377]
[100.378, -3.911, -114.54, 0.0433, -0.3221, -0.3614, -0.635, 8.903, 4.095, 0.002531, -0.000591]
[100.377, -3.911, -114.539, 0.0453, -0.321, -0.3601, -0.592, 8.883, 4.04, -0.000189, 0.001196]
[100.375, -3.91, -114.538, 0.0422, -0.3288, -0.3589, -0.624, 8.924, 4.066, -0.001712, -0.000382]
[100.373, -3.909, -114.538, 0.0422, -0.3299, -0.3576, -0.633, 8.894, 4.103, 0.001525, 0.000409]
[100.374, -3.909, -114.539, 0.0412, -0.3265, -0.359, -0.641, 8.882, 4.053, 0.001366, -0.000415]
[100.375, -3.908, -114.539, 0.0414, -0.3177, -0.3628, -0.668, 8.92, 4.03, 0.000192, -0.00066]
[100.374, -3.908, -114.54, 0.0421, -0.3266, -0.3662, -0.699, 8.914, 4.039, -0.001067, -0.000615]
[100.375, -3.909, -114.539, 0.0462, -0.3255, -0.3612, -0.73, 8.923, 4.048, 0.002437, 0.000758]
[100.374, -3.909, -114.538, 0.0402, -0.3265, -0.3602, -0.703, 8.94, 4.026, 0.000873, 0.000358]
[100.373, -3.908, -114.538, 0.0442, -0.321, -0.3638, -0.727, 8.937, 4.035, -0.001935, 0.001186]
[100.372, -3.908, -114.538, 0.0442, -0.3255, -0.3637, -0.714, 8.922, 4.106, -0.000199, -0.000196]
[100.372, -3.908, -114.537, 0.0422, -0.3255, -0.3638, -0.704, 8.897, 4.045, 0.001206, -0.000105]
[100.37, -3.909, -114.537, 0.0433, -0.3243, -0.3577, -0.669, 8.889, 4.051, -0.000751, 0.000368]
[100.371, -3.908, -114.537, 0.0441, -0.33, -0.3624, -0.654, 8.899, 4.048, -0.001745, 7.4e-05]
[100.371, -3.908, -114.536, 0.0432, -0.3232, -0.3614, -0.65, 8.923, 4.114, 0.001993, -0.001097]
[100.37, -3.908, -114.537, 0.0442, -0.3266, -0.3613, -0.629, 8.887, 4.082, 0.000393, 0.000249]
[100.368, -3.908, -114.537, 0.0402, -0.3288, -0.359, -0.598, 8.912, 4.066, -0.002915, 0.001972]
[100.369, -3.908, -114.538, 0.0423, -0.3243, -0.3602, -0.627, 8.888, 4.106, -0.002183, 0.000959]
[100.37, -3.906, -114.538, 0.0423, -0.3265, -0.3553, -0.634, 8.885, 4.079, 0.002372, -0.000636]
[100.369, -3.906, -114.537, 0.0431, -0.33, -0.3649, -0.655, 8.893, 4.082, 0.000414, 0.000506]
[100.37, -3.905, -114.538, 0.0461, -0.3299, -0.3587, -0.622, 8.895, 4.064, -0.000723, 7.9e-05]
[100.37, -3.904, -114.537, 0.0451, -0.3277, -0.3612, -0.67, 8.94, 4.089, -0.000257, 0.00085]
[100.37, -3.904, -114.537, 0.0403, -0.3232, -0.3591, -0.684, 8.925, 4.08, 0.001048, -0.000767]
[100.372, -3.905, -114.537, 0.0432, -0.3244, -0.3601, -0.69, 8.933, 4.024, -0.001099, 0.000269]
[100.371, -3.904, -114.538, 0.0433, -0.3232, -0.3601, -0.709, 8.931, 4.074, -0.000361, 0.000915]
[100.371, -3.904, -114.537, 0.0431, -0.3288, -0.3649, -0.72, 8.93, 4.103, 0.002586, -0.000704]
[100.371, -3.904, -114.537, 0.0425, -0.3154, -0.3579, -0.723, 8.912, 4.041, 0.001411, -0.000795]
[100.371, -3.904, -114.538, 0.0421, -0.3266, -0.365, -0.688, 8.906, 4.061, -0.00073, 0.00171]
[100.37, -3.903, -114.538, 0.0412, -0.3299, -0.3601, -0.663, 8.919, 4.066, -0.001335, 1e-05]
[100.372, -3.903, -114.537, 0.0442, -0.3244, -0.3625, -0.663, 8.879, 4.05, 0.001313, -5.4e-05]
[100.372, -3.903, -114.538, 0.0423, -0.3243, -0.3577, -0.643, 8.897, 4.074, 0.000376, 0.000513]
[100.371, -3.904, -114.539, 0.0431, -0.33, -0.3649, -0.619, 8.898, 4.109, -0.003262, 0.001296]
[100.369, -3.903, -114.539, 0.044, -0.3322, -0.366, -0.611, 8.894, 4.119, 0.000285, -0.000244]
[100.369, -3.903, -114.538, 0.0441, -0.3299, -0.3624, -0.613, 8.91, 4.061, 0.002463, -0.001119]
[100.368, -3.903, -114.537, 0.0422, -0.3255, -0.3638, -0.618, 8.908, 4.023, -0.001358, 0.001318]
[100.367, -3.902, -114.537, 0.0411, -0.331, -0.3589, -0.652, 8.912, 4.07, -0.001032, 0.000229]
[100.368, -3.903, -114.538, 0.0422, -0.3277, -0.3589, -0.668, 8.894, 4.098, 0.000448, 0.000304]
[100.368, -3.904, -114.538, 0.0434, -0.3165, -0.3578, -0.666, 8.915, 4.085, 0.001242, -0.000401]
[100.367, -3.904, -114.538, 0.0421, -0.3299, -0.3625, -0.688, 8.924, 4.059, -0.002052, 0.000479]
[100.369, -3.903, -114.54, 0.0442, -0.331, -0.3551, -0.709, 8.928, 4.1, -0.001727, -0.000354]
[100.366, -3.903, -114.539, 0.0442, -0.3255, -0.36, -0.755, 8.93, 4.115, 0.001733, 7.1e-05]
[100.366, -3.904, -114.54, 0.0421, -0.331, -0.3613, -0.716, 8.918, 4.042, 0.000381, -4e-06]
[100.364, -3.905, -114.539, 0.0412, -0.3254, -0.3602, -0.706, 8.917, 4.075, -0.001709, 0.000602]
[100.364, -3.905, -114.539, 0.0421, -0.331, -0.3613, -0.704, 8.887, 4.081, -0.000121, -0.000442]
[100.365, -3.906, -114.539, 0.0432, -0.3255, -0.3601, -0.676, 8.885, 4.074, 0.001741, -0.000636]
[100.366, -3.907, -114.539, 0.0422, -0.3255, -0.365, -0.667, 8.899, 4.075, -0.001623, 0.000159]
[100.366, -3.907, -114.539, 0.0432, -0.3232, -0.3614, -0.654, 8.899, 4.058, -0.001989, 0.000616]
[100.366, -3.905, -114.538, 0.0441, -0.3288, -0.36, -0.624, 8.892, 4.106, 0.001195, -0.001143]
[100.365, -3.905, -114.539, 0.0433, -0.3221, -0.3614, -0.596, 8.879, 4.061, 0.000198, -0.000354]
[100.365, -3.905, -114.539, 0.0412, -0.3265, -0.359, -0.616, 8.898, 4.037, -0.001682, 0.001229]
[100.367, -3.905, -114.539, 0.0422, -0.3277, -0.3589, -0.625, 8.902, 4.115, -0.000274, 0.000569]
[100.366, -3.906, -114.539, 0.0454, -0.3154, -0.3589, -0.672, 8.918, 4.092, 0.001994, -0.000938]
[100.366, -3.906, -114.54, 0.0422, -0.3321, -0.3552, -0.657, 8.922, 4.023, 0.000191, 0.000443]
[100.367, -3.906, -114.539, 0.0432, -0.3232, -0.3626, -0.665, 8.927, 4.088, -0.00239, -4.2e-05]
[100.366, -3.905, -114.54, 0.0454, -0.3188, -0.3577, -0.707, 8.929, 4.072, -0.000752, 0.000644]
[100.366, -3.906, -114.54, 0.0442, -0.3244, -0.3613, -0.704, 8.904, 4.043, 0.002482, -0.000856]
[100.367, -3.905, -114.542, 0.0422, -0.3266, -0.3614, -0.719, 8.926, 4.059, -0.001268, 0.001029]
[100.366, -3.906, -114.542, 0.0433, -0.3232, -0.3577, -0.707, 8.937, 4.071, -0.000563, 0.000459]
[100.367, -3.906, -114.541, 0.0434, -0.3188, -0.3578, -0.721, 8.913, 4.079, 0.001507, -0.000887]
[100.366, -3.906, -114.541, 0.04, -0.3322, -0.365, -0.69, 8.879, 4.049, 0.000915, -0.000308]
[100.365, -3.907, -114.542, 0.0422, -0.3277, -0.3626, -0.689, 8.891, 4.087, -0.002608, 0.000122]
[100.365, -3.906, -114.541, 0.0422, -0.3266, -0.3589, -0.639, 8.901, 4.084, -0.000228, -0.000973]
[100.364, -3.906, -114.54, 0.0423, -0.3254, -0.3565, -0.653, 8.887, 4.066, 0.002456, -0.000296]
[100.364, -3.905, -114.54, 0.0451, -0.3277, -0.3612, -0.618, 8.881, 4.065, 0.000537, 0.000414]
[100.361, -3.904, -114.54, 0.0421, -0.331, -0.3625, -0.601, 8.893, 4.067, -0.001981, 0.000211]
[100.359, -3.904, -114.54, 0.0433, -0.3188, -0.3651, -0.623, 8.894, 4.081, 0.000684, -8e-05]
[100.359, -3.905, -114.538, 0.0412, -0.3255, -0.3614, -0.626, 8.917, 4.06, 0.001534, -0.000144]
[100.36, -3.905, -114.538, 0.0423, -0.3254, -0.3577, -0.655, 8.934, 4.071, -0.001518, 0.00079]
[100.36, -3.904, -114.538, 0.0431, -0.3244, -0.3674, -0.698, 8.942, 4.064, -0.002084, 0.000466]
[100.36, -3.905, -114.536, 0.0422, -0.3277, -0.3613, -0.686, 8.915, 4.083, 0.001576, -0.001124]
[100.362, -3.905, -114.537, 0.0441, -0.3288, -0.3637, -0.707, 8.915, 4.072, -6.2e-05, 0.001128]
[100.361, -3.906, -114.538, 0.0433, -0.3199, -0.359, -0.723, 8.959, 4.091, -0.001445, 0.00031]
[100.36, -3.906, -114.536, 0.0411, -0.3321, -0.3577, -0.737, 8.941, 4.086, 0.001174, -0.000834]
[100.359, -3.905, -114.535, 0.0423, -0.3221, -0.3626, -0.73, 8.903, 4.053, 0.001761, -3.7e-05]
[100.359, -3.906, -114.535, 0.0413, -0.3155, -0.3677, -0.695, 8.907, 4.085, 0.000782, 0.000641]
[100.359, -3.906, -114.535, 0.0421, -0.3322, -0.3625, -0.664, 8.901, 4.094, -0.001737, 0.001829]
[100.36, -3.906, -114.535, 0.0442, -0.3244, -0.3601, -0.684, 8.896, 4.069, -0.000372, -0.000112]
[100.358, -3.906, -114.534, 0.043, -0.3333, -0.3636, -0.633, 8.867, 4.05, 0.002319, -0.000431]
[100.356, -3.907, -114.535, 0.0432, -0.3277, -0.3613, -0.621, 8.894, 4.049, 0.000295, 0.00064]
[100.355, -3.907, -114.536, 0.0421, -0.331, -0.3613, -0.615, 8.884, 4.099, -0.000903, -0.000553]
[100.356, -3.907, -114.536, 0.0402, -0.3255, -0.3651, -0.611, 8.904, 4.092, 0.001925, -0.001597]
[100.357, -3.907, -114.536, 0.0423, -0.3232, -0.3602, -0.597, 8.903, 4.06, 0.001396, 0.000712]
[100.355, -3.906, -114.536, 0.0421, -0.3321, -0.3576, -0.662, 8.91, 4.049, -0.002077, 0.001815]
[100.355, -3.906, -114.536, 0.0412, -0.3277, -0.3614, -0.645, 8.902, 4.059, -0.000981, 0.001223]
[100.353, -3.906, -114.536, 0.0431, -0.3266, -0.3674, -0.671, 8.915, 4.099, 0.002212, -0.000322]
[100.353, -3.907, -114.537, 0.0431, -0.3299, -0.3625, -0.698, 8.915, 4.061, 0.000245, -0.000198]
[100.354, -3.907, -114.537, 0.0392, -0.3288, -0.3578, -0.692, 8.937, 4.046, -0.001054, 0.000649]
[100.356, -3.908, -114.536, 0.0422, -0.3243, -0.3614, -0.736, 8.941, 4.079, 0.000918, -0.000491]
[100.356, -3.908, -114.537, 0.0412, -0.331, -0.3565, -0.731, 8.92, 4.086, 0.001065, 1.4e-05]
[100.357, -3.908, -114.536, 0.0424, -0.3221, -0.3553, -0.712, 8.924, 4.01, -0.00056, 0.001282]
[100.355, -3.908, -114.534, 0.0433, -0.3221, -0.3602, -0.698, 8.908, 4.1, -0.001732, 0.000677]
[100.356, -3.907, -114.534, 0.0413, -0.3243, -0.3566, -0.702, 8.919, 4.082, 7.8e-05, -0.000677]
[100.355, -3.908, -114.535, 0.0422, -0.3277, -0.3626, -0.677, 8.876, 4.054, 0.000416, 0.000639]
[100.355, -3.908, -114.535, 0.0403, -0.3287, -0.3553, -0.61, 8.887, 4.058, -0.001292, 0.001445]
[100.355, -3.907, -114.535, 0.0453, -0.3221, -0.3552, -0.631, 8.905, 4.058, -0.000144, 0.000967]
[100.355, -3.907, -114.535, 0.0432, -0.3288, -0.3576, -0.631, 8.888, 4.08, 0.001473, -0.000619]
[100.354, -3.907, -114.535, 0.0403, -0.3276, -0.3553, -0.606, 8.888, 4.061, 0.000626, 1.9e-05]
[100.355, -3.906, -114.534, 0.0442, -0.3233, -0.3613, -0.615, 8.886, 4.066, -0.000705, 0.000782]
[100.355, -3.906, -114.536, 0.0422, -0.3255, -0.3614, -0.647, 8.912, 4.095, -0.000933, -0.00072]
[100.355, -3.906, -114.536, 0.0453, -0.3221, -0.3588, -0.679, 8.909, 4.037, 0.00073, -3.6e-05]
[100.354, -3.906, -114.535, 0.0412, -0.3244, -0.3639, -0.67, 8.94, 4.03, -0.001465, 0.000575]
[100.355, -3.906, -114.535, 0.0451, -0.3255, -0.3661, -0.681, 8.935, 4.07, -0.001638, 0.00113]
[100.356, -3.907, -114.536, 0.0394, -0.321, -0.3579, -0.726, 8.922, 4.099, 0.000649, -0.000303]
[100.357, -3.908, -114.535, 0.0412, -0.3277, -0.3602, -0.73, 8.916, 4.032, 0.001469, 0.000509]
[100.358, -3.908, -114.535, 0.0432, -0.3255, -0.3638, -0.708, 8.944, 4.067, -0.000855, -0.000184]
[100.357, -3.908, -114.535, 0.0444, -0.3177, -0.359, -0.724, 8.946, 4.094, 7.3e-05, 0.000392]
[100.356, -3.909, -114.535, 0.0425, -0.3121, -0.3567, -0.706, 8.913, 4.064, 0.001838, -0.000398]
[100.356, -3.909, -114.535, 0.0451, -0.3289, -0.3636, -0.669, 8.909, 4.054, 0.001132, 0.000748]
[100.357, -3.909, -114.535, 0.0432, -0.3277, -0.3613, -0.667, 8.883, 4.053, -0.00242, 8.3e-05]
[100.357, -3.909, -114.534, 0.0412, -0.3299, -0.3577, -0.662, 8.885, 4.091, 0.000947, -0.000825]
[100.359, -3.908, -114.535, 0.0431, -0.3311, -0.3625, -0.62, 8.897, 4.052, 0.001335, -0.000351]
[100.358, -3.907, -114.536, 0.0432, -0.3321, -0.3551, -0.594, 8.88, 4.045, -0.001572, -0.000169]
[100.359, -3.906, -114.535, 0.0412, -0.3299, -0.3601, -0.618, 8.878, 4.061, 0.000116, 0.000374]
[100.357, -3.906, -114.535, 0.0443, -0.3244, -0.3576, -0.647, 8.893, 4.068, 0.001295, -6.3e-05]
[100.357, -3.907, -114.535, 0.0413, -0.3243, -0.3578, -0.621, 8.895, 4.041, 0.000344, 0.000801]
[100.358, -3.906, -114.535, 0.0453, -0.3232, -0.3552, -0.658, 8.91, 4.054, -0.001753, 0.000739]
[100.357, -3.906, -114.535, 0.0453, -0.3199, -0.3577, -0.678, 8.931, 4.104, -0.000397, 0.000219]
[100.356, -3.906, -114.535, 0.0423, -0.3243, -0.359, -0.717, 8.914, 4.048, 0.00128, -0.000574]
[100.356, -3.906, -114.534, 0.0421, -0.3321, -0.3576, -0.714, 8.935, 4.063, -0.000326, 0.000689]
[100.356, -3.906, -114.533, 0.0452, -0.3255, -0.36, -0.696, 8.95, 4.046, -0.00184, 0.000787]
[100.355, -3.906, -114.533, 0.0403, -0.3254, -0.3578, -0.752, 8.913, 4.082, 1.8e-05, -0.00013]
[100.356, -3.907, -114.532, 0.0422, -0.3255, -0.3602, -0.715, 8.898, 4.066, 0.001953, -0.000807]
[100.356, -3.906, -114.533, 0.0421, -0.3277, -0.365, -0.686, 8.919, 4.055, -0.001222, 0.000272]
[100.355, -3.906, -114.533, 0.0422, -0.3244, -0.3614, -0.693, 8.904, 4.087, -0.001154, 0.000761]
[100.355, -3.905, -114.533, 0.0422, -0.3277, -0.3613, -0.667, 8.881, 4.072, 0.002085, -0.001323]
[100.355, -3.905, -114.533, 0.0452, -0.3266, -0.3588, -0.646, 8.886, 4.068, 0.000545, 0.000169]
[100.354, -3.906, -114.534, 0.0412, -0.331, -0.3577, -0.608, 8.913, 4.053, -0.002088, 0.000899]
[100.354, -3.906, -114.533, 0.0421, -0.331, -0.3601, -0.622, 8.896, 4.11, -0.000763, 0.000752]
[100.355, -3.906, -114.533, 0.0423, -0.3199, -0.3615, -0.616, 8.911, 4.084, 0.00178, 0.000869]
[100.354, -3.907, -114.533, 0.0432, -0.3277, -0.3576, -0.623, 8.922, 4.056, -0.000347, 0.001059]
[100.354, -3.906, -114.534, 0.0401, -0.3299, -0.3663, -0.641, 8.909, 4.038, -0.003361, 0.000483]
[100.353, -3.906, -114.534, 0.0433, -0.321, -0.359, -0.674, 8.918, 4.082, 0.0006, 0.000812]
[100.352, -3.907, -114.534, 0.0442, -0.3233, -0.3625, -0.666, 8.902, 4.064, 0.00144, 0.000284]
[100.351, -3.908, -114.535, 0.0432, -0.3266, -0.3601, -0.704, 8.946, 4.03, -0.001163, 0.000474]
[100.351, -3.908, -114.536, 0.0422, -0.3277, -0.3613, -0.701, 8.937, 4.084, -0.001284, -0.000154]
[100.35, -3.909, -114.536, 0.0423, -0.3232, -0.3614, -0.747, 8.914, 4.067, 0.002288, -0.000818]
[100.349, -3.909, -114.537, 0.0432, -0.3288, -0.3576, -0.725, 8.934, 4.045, 0.000817, -4.6e-05]
[100.349, -3.91, -114.537, 0.0421, -0.3277, -0.3626, -0.714, 8.941, 4.094, -0.001931, -0.00046]
[100.349, -3.91, -114.536, 0.0432, -0.3299, -0.3588, -0.693, 8.915, 4.077, 0.001365, -0.000261]
[100.348, -3.91, -114.536, 0.0431, -0.3322, -0.3588, -0.68, 8.893, 4.066, 0.001432, -0.0009]
[100.348, -3.911, -114.537, 0.0372, -0.3265, -0.3604, -0.633, 8.895, 4.078, -0.00021, 0.001434]
[100.352, -3.91, -114.538, 0.0413, -0.3276, -0.3541, -0.651, 8.893, 4.105, -0.001563, 0.001719]
[100.352, -3.91, -114.538, 0.0402, -0.331, -0.3565, -0.614, 8.882, 4.084, 5.2e-05, -0.000364]
[100.354, -3.91, -114.537, 0.0422, -0.3244, -0.3651, -0.596, 8.896, 4.045, 0.002321, 0.000883]
[100.353, -3.91, -114.537, 0.0433, -0.3255, -0.3577, -0.602, 8.901, 4.013, -0.001555, 0.001146]
[100.353, -3.91, -114.537, 0.0433, -0.3221, -0.3589, -0.623, 8.92, 4.086, -0.00135, 0.000189]
[100.353, -3.909, -114.536, 0.0393, -0.3243, -0.3567, -0.626, 8.916, 4.043, 0.001479, 5.2e-05]
[100.355, -3.908, -114.536, 0.0412, -0.3266, -0.3614, -0.672, 8.9, 4.035, 0.000793, -0.000226]
[100.355, -3.909, -114.536, 0.0433, -0.3232, -0.3553, -0.648, 8.918, 4.056, -0.002135, 0.000334]
[100.354, -3.908, -114.536, 0.0442, -0.3255, -0.3613, -0.694, 8.931, 4.057, -0.002151, 0.000812]
[100.354, -3.908, -114.535, 0.0412, -0.3299, -0.3589, -0.721, 8.93, 4.062, 0.001002, -0.000989]
[100.355, -3.909, -114.536, 0.0433, -0.3266, -0.3564, -0.693, 8.935, 4.05, -0.001373, -7.9e-05]
[100.355, -3.908, -114.535, 0.0432, -0.3288, -0.3564, -0.696, 8.914, 4.067, -0.000949, -0.000154]
[100.355, -3.909, -114.535, 0.0403, -0.3288, -0.3553, -0.738, 8.901, 4.066, 0.002009, 0.000189]
[100.356, -3.909, -114.534, 0.0432, -0.3255, -0.3626, -0.68, 8.901, 4.099, 0.002083, -0.000423]
[100.358, -3.909, -114.534, 0.0433, -0.3243, -0.3565, -0.664, 8.912, 4.067, -0.000573, 0.000438]
[100.358, -3.908, -114.535, 0.0414, -0.3232, -0.3541, -0.658, 8.898, 4.076, -0.000672, 0.000557]
[100.358, -3.908, -114.535, 0.0402, -0.3265, -0.359, -0.631, 8.898, 4.085, 0.002588, 0.000718]
[100.359, -3.908, -114.535, 0.0442, -0.3288, -0.3588, -0.598, 8.896, 4.062, 0.000656, 0.000117]
[100.358, -3.908, -114.536, 0.0452, -0.3277, -0.3588, -0.616, 8.878, 4.088, -0.002035, 0.000822]
[100.358, -3.909, -114.536, 0.0431, -0.3266, -0.3638, -0.623, 8.886, 4.044, 0.000484, 5e-05]
[100.359, -3.909, -114.534, 0.0412, -0.3222, -0.3664, -0.654, 8.893, 4.054, 0.001925, 0.000786]
[100.358, -3.908, -114.534, 0.0413, -0.3232, -0.3603, -0.629, 8.92, 4.062, 8.2e-05, 6e-05]
[100.36, -3.907, -114.534, 0.0432, -0.3266, -0.3589, -0.661, 8.905, 4.087, -0.001857, 0.001302]
[100.359, -3.908, -114.535, 0.0421, -0.3321, -0.3576, -0.678, 8.919, 4.053, 0.000641, -0.000112]
[100.359, -3.908, -114.535, 0.0441, -0.3267, -0.3674, -0.7, 8.909, 4.079, 0.00107, -0.000319]
[100.36, -3.907, -114.536, 0.0412, -0.3255, -0.3602, -0.721, 8.953, 4.041, -0.0011, 0.000449]
[100.359, -3.907, -114.536, 0.0442, -0.3244, -0.3613, -0.726, 8.922, 4.039, -0.000625, -0.000399]
[100.359, -3.907, -114.535, 0.0433, -0.3188, -0.3614, -0.722, 8.929, 4.105, 0.001431, 0.000246]
[100.358, -3.909, -114.535, 0.0441, -0.3322, -0.36, -0.707, 8.915, 4.053, -4.7e-05, 0.000725]
[100.358, -3.908, -114.536, 0.0421, -0.3333, -0.3588, -0.663, 8.911, 4.033, -0.001832, 0.001003]
[100.357, -3.908, -114.537, 0.0442, -0.3288, -0.3576, -0.679, 8.905, 4.092, -3.4e-05, -0.000922]
[100.356, -3.908, -114.537, 0.0423, -0.3199, -0.3651, -0.657, 8.895, 4.083, 0.002391, -0.00137]
[100.357, -3.907, -114.538, 0.0432, -0.3233, -0.3614, -0.627, 8.895, 4.096, -0.000895, 0.000198]
[100.357, -3.907, -114.538, 0.0422, -0.3277, -0.3589, -0.604, 8.888, 4.081, -0.001012, 0.000468]
[100.357, -3.907, -114.537, 0.0441, -0.3289, -0.3649, -0.624, 8.881, 4.086, 0.001785, -0.000667]
[100.356, -3.907, -114.537, 0.0432, -0.3288, -0.3576, -0.597, 8.885, 4.082, 0.001794, 0.000185]
[100.355, -3.907, -114.537, 0.0431, -0.3277, -0.365, -0.657, 8.891, 4.064, -0.000278, -0.000594]
[100.356, -3.907, -114.537, 0.0442, -0.3255, -0.3601, -0.665, 8.921, 4.103, 0.00065, 0.000174]
[100.354, -3.906, -114.537, 0.0412, -0.3266, -0.3614, -0.66, 8.903, 4.095, 0.001511, -0.001169]
[100.355, -3.907, -114.536, 0.0423, -0.3177, -0.364, -0.702, 8.93, 4.022, 0.001681, 0.000118]
[100.356, -3.907, -114.538, 0.0412, -0.3277, -0.359, -0.703, 8.919, 4.066, -0.001771, 0.001935]
[100.356, -3.908, -114.538, 0.0412, -0.3288, -0.3602, -0.725, 8.92, 4.083, 6.3e-05, -6e-06]
[100.356, -3.907, -114.538, 0.0413, -0.3221, -0.359, -0.724, 8.915, 4.05, 0.002413, -0.000519]
[100.355, -3.908, -114.538, 0.0413, -0.3166, -0.3652, -0.706, 8.922, 4.063, -0.001449, 0.00065]
[100.355, -3.908, -114.538, 0.0434, -0.3143, -0.3603, -0.696, 8.914, 4.09, -0.001635, 0.000662]
[100.353, -3.909, -114.538, 0.0393, -0.3232, -0.3591, -0.706, 8.908, 4.056, 0.001581, 0.001236]
[100.353, -3.909, -114.537, 0.0432, -0.331, -0.3539, -0.658, 8.881, 4.053, 0.001645, -0.000424]
[100.353, -3.908, -114.538, 0.0382, -0.3288, -0.3603, -0.612, 8.926, 4.074, -0.003041, 0.00042]
[100.356, -3.909, -114.537, 0.0422, -0.3266, -0.3614, -0.655, 8.895, 4.097, -0.001731, 0.000488]
[100.357, -3.908, -114.537, 0.0411, -0.331, -0.3589, -0.618, 8.879, 4.078, 0.001228, -0.001642]
