Header here
1556648006.9582453: 6,-06.695,-07.132,+00.000687,-00.001298,+00.000517*60
1556648008.4203162: $VNYMR,+101.388,+002.906,+043.034,-00.1022,+00.1844,+00.4138,+00.467,-06.651,-07.118,-00.001140,-00.001419,+00.000892*64
1556648008.444287: $VNYMR,+101.392,+002.908,+043.036,-00.1011,+00.1856,+00.4125,+00.445,-06.687,-07.140,+00.001729,-00.000426,-00.000324*68
1556648008.4682462: $VNYMR,+101.392,+002.908,+043.036,-00.0999,+00.1856,+00.4153,+00.447,-06.673,-07.171,-00.000673,+00.000122,-00.001993*63
1556648008.4921913: $VNYMR,+101.391,+002.907,+043.036,-00.1023,+00.1819,+00.4111,+00.459,-06.676,-07.129,+00.001898,-00.000007,-00.000025*65
1556648008.5161905: $VNYMR,+101.391,+002.907,+043.036,-00.1010,+00.1869,+00.4152,+00.482,-06.666,-07.104,-00.000862,-00.001841,+00.001677*62
1556648008.544121: $VNYMR,+101.392,+002.907,+043.039,-00.1021,+00.1881,+00.4137,+00.466,-06.673,-07.118,+00.001555,-00.000225,-00.000208*66
1556648008.5681162: $VNYMR,+101.393,+002.907,+043.037,-00.1022,+00.1806,+00.4139,+00.504,-06.660,-07.173,+00.001616,+00.001031,-00.000966*66
1556648008.592059: $VNYMR,+101.392,+002.907,+043.038,-00.0999,+00.1905,+00.4097,+00.553,-06.763,-07.190,-00.001820,+00.000849,-00.002618*65
1556648008.620049: $VNYMR,+101.395,+002.905,+043.039,-00.1032,+00.1857,+00.4165,+00.568,-06.723,-07.153,-00.000340,-00.002325,+00.006348*6A
1556648008.64399: $VNYMR,+101.398,+002.907,+043.041,-00.0988,+00.1843,+00.4153,+00.533,-06.665,-07.132,+00.002944,+00.001579,-00.000046*64
1556648008.6679854: $VNYMR,+101.396,+002.906,+043.039,-00.1022,+00.1832,+00.4165,+00.575,-06.658,-07.154,-00.000778,+00.000442,-00.001284*63
1556648008.691926: $VNYMR,+101.397,+002.908,+043.042,-00.1010,+00.1856,+00.4166,+00.535,-06.680,-07.126,-00.002992,-00.001411,+00.001437*65
1556648008.7199166: $VNYMR,+101.397,+002.908,+043.041,-00.0999,+00.1844,+00.4166,+00.511,-06.666,-07.139,+00.004361,-00.000864,-00.000338*6A
1556648008.7438545: $VNYMR,+101.399,+002.908,+043.043,-00.0988,+00.1856,+00.4153,+00.467,-06.679,-07.165,+00.001987,+00.000961,-00.001423*6D
1556648008.767825: $VNYMR,+101.398,+002.907,+043.041,-00.1021,+00.1856,+00.4165,+00.524,-06.630,-07.155,-00.002355,-00.000805,+00.000255*62
1556648008.79179: $VNYMR,+101.398,+002.908,+043.041,-00.0988,+00.1893,+00.4125,+00.469,-06.647,-07.162,+00.002673,+00.001496,+00.001793*6F
1556648008.8197799: $VNYMR,+101.398,+002.909,+043.040,-00.0987,+00.1906,+00.4139,+00.483,-06.529,-07.113,-00.008398,+00.004661,-00.003285*6C
1556648008.843721: $VNYMR,+101.397,+002.908,+043.040,-00.1012,+00.1818,+00.4085,+00.449,-06.609,-07.143,+00.011632,+00.004111,-00.000226*6D
1556648008.867717: $VNYMR,+101.396,+002.907,+043.038,-00.1022,+00.1819,+00.4125,+00.440,-06.677,-07.147,-00.008008,-00.002659,+00.001521*6C
1556648008.8916855: $VNYMR,+101.398,+002.908,+043.041,-00.1010,+00.1868,+00.4138,+00.416,-06.532,-07.060,-00.001418,+00.002634,-00.001437*6C
1556648008.9196494: $VNYMR,+101.398,+002.906,+043.040,-00.1021,+00.1868,+00.4124,+00.454,-06.619,-07.106,-00.004116,-00.001859,+00.000980*69
1556648008.9435875: $VNYMR,+101.399,+002.906,+043.038,-00.0987,+00.1869,+00.4180,+00.464,-06.641,-07.158,+00.002049,+00.001967,-00.001516*6C
1556648008.9675837: $VNYMR,+101.398,+002.905,+043.039,-00.0987,+00.1918,+00.4111,+00.483,-06.668,-07.150,-00.001159,-00.001484,+00.002554*6A
1556648008.9915366: $VNYMR,+101.397,+002.905,+043.039,-00.1022,+00.1843,+00.4084,+00.492,-06.683,-07.144,+00.000744,+00.001195,+00.000525*6A
1556648009.0195174: $VNYMR,+101.397,+002.905,+043.040,-00.1022,+00.1856,+00.4124,+00.506,-06.685,-07.154,+00.000158,+00.001195,-00.001481*63
1556648009.0434806: $VNYMR,+101.394,+002.905,+043.039,-00.0988,+00.1893,+00.4125,+00.551,-06.701,-07.168,+00.000540,+00.000394,+00.000056*68
1556648009.0674229: $VNYMR,+101.394,+002.904,+043.039,-00.0999,+00.1881,+00.4111,+00.536,-06.671,-07.134,-00.000213,-00.000350,+00.001817*66
1556648009.091391: $VNYMR,+101.394,+002.906,+043.040,-00.1022,+00.1868,+00.4056,+00.501,-06.671,-07.138,-00.000451,-00.000016,-00.000227*60
