Time,yaw,pitch,roll,magx,magy,magz,accelx,accely,accelz,gyrox,gyroy,gyroz
0.07899999618530273,37.01,-4.323,-1.423,0.1711,-0.2103,0.3896,-0.87,0.311,-9.752,0.005637,0.002117,-0.001166
0.1549999713897705,37.016,-4.338,-1.418,0.1713,-0.2026,0.3906,-0.717,0.001,-9.778,-0.007708,-0.001695,0.002872
0.24699997901916504,37.045,-4.331,-1.413,0.172,-0.2124,0.3909,-0.66,0.23,-9.726,0.000347,0.000554,-0.001948
0.3469998836517334,37.043,-4.332,-1.413,0.1741,-0.207,0.3909,-0.651,0.248,-9.733,0.000659,0.000691,-0.000151
0.4479999542236328,37.043,-4.334,-1.413,0.1741,-0.2092,0.3921,-0.691,0.269,-9.75,0.000434,-0.000124,-0.001201
0.5490000247955322,37.045,-4.334,-1.416,0.1712,-0.2135,0.3979,-0.731,0.245,-9.718,-2.2e-05,8.7e-05,-0.001391
0.6489999294281006,37.043,-4.335,-1.417,0.1742,-0.2059,0.3956,-0.781,0.261,-9.751,0.000828,-0.000215,-0.001474
0.7460000514984131,37.045,-4.335,-1.418,0.174,-0.2146,0.3922,-0.786,0.274,-9.671,0.000208,0.000811,0.000981
0.8450000286102295,37.04,-4.331,-1.42,0.1731,-0.2102,0.3944,-0.821,0.252,-9.749,-0.000152,0.001205,0.001539
0.9409999847412109,37.039,-4.324,-1.424,0.1751,-0.207,0.3933,-0.743,0.246,-9.742,-0.002514,0.000653,-0.000417
1.0349998474121094,37.034,-4.318,-1.431,0.1702,-0.2102,0.3931,-0.745,0.235,-9.715,0.0001,-0.000268,0.000697
1.1359999179840088,37.029,-4.318,-1.431,0.1733,-0.1994,0.3931,-0.696,0.201,-9.753,0.000575,-0.001031,0.001061
1.2319998741149902,37.031,-4.316,-1.432,0.1721,-0.2092,0.3932,-0.71,0.222,-9.737,-0.002143,0.000228,0.000163
1.3309998512268066,37.034,-4.317,-1.433,0.1722,-0.2091,0.3956,-0.769,0.198,-9.685,0.000128,1.1e-05,0.000804
1.4249999523162842,37.034,-4.316,-1.433,0.1733,-0.2005,0.3931,-0.797,0.24,-9.753,0.000835,-0.000815,0.000675
1.5139999389648438,37.027,-4.318,-1.436,0.1731,-0.2102,0.3944,-0.841,0.317,-9.731,-0.000402,0.000516,-0.000925
1.6640000343322754,37.026,-4.315,-1.436,0.1711,-0.2081,0.3895,-0.776,0.281,-9.696,-0.000291,-0.000576,-0.001216
1.7839999198913574,37.004,-4.293,-1.44,0.1753,-0.1972,0.3943,-0.399,0.165,-9.764,-0.001217,-0.004762,0.004959
1.8880000114440918,37.01,-4.314,-1.437,0.1713,-0.2037,0.3954,-0.564,0.25,-9.733,-0.003514,0.001263,0.000745
1.9869999885559082,37.009,-4.293,-1.447,0.1741,-0.207,0.3944,-0.918,0.077,-9.631,0.000318,-0.00264,-0.000187
2.135999917984009,37.711,-4.27,-1.499,0.1702,-0.2091,0.3943,-0.544,0.313,-9.736,-0.019488,-0.146456,-0.018032
2.250999927520752,37.168,-4.303,-1.605,0.1733,-0.2069,0.4003,-0.742,-0.103,-9.832,-0.059093,0.007857,-0.140568
2.3509998321533203,36.589,-4.29,-3.479,0.1738,-0.2222,0.3911,-0.956,-1.282,-9.909,-0.684136,0.00821,0.009096
2.4519999027252197,37.979,-4.148,-9.54,0.1726,-0.2659,0.3645,-1.04,1.097,-9.399,-1.270139,-0.020415,0.26062
2.572999954223633,38.625,-3.897,-17.893,0.1691,-0.3161,0.326,-0.986,3.812,-8.612,-0.932413,0.058952,-0.082006
2.6689999103546143,38.274,-3.698,-22.638,0.1743,-0.3362,0.3098,0.033,3.318,-8.931,-0.835132,0.005254,0.075288
2.7709999084472656,39.328,-3.494,-28.209,0.1703,-0.3678,0.2745,-0.117,3.883,-8.584,-1.061482,-0.108203,0.300572
2.8519999980926514,40.978,-3.192,-33.147,0.1685,-0.3962,0.2536,-0.554,5.259,-7.745,-1.17903,-0.135892,0.338612
2.9509999752044678,42.694,-2.748,-40.179,0.1692,-0.4269,0.2091,-0.437,6.083,-7.209,-1.242677,-0.109924,0.254513
3.052000045776367,43.767,-2.256,-47.476,0.1702,-0.4467,0.1619,-0.382,6.958,-6.215,-1.297996,-0.04245,0.162774
3.1529998779296875,45.196,-1.664,-55.405,0.1672,-0.4644,0.1088,-0.176,7.972,-5.211,-1.407115,-0.23154,0.314027
3.246000051498413,47.948,-1.035,-63.809,0.1632,-0.4775,0.0481,-0.302,9.737,-3.904,-1.406107,-0.46859,0.341473
3.3429999351501465,50.258,-0.415,-69.784,0.1567,-0.4799,-0.0006,-0.141,11.064,-2.954,-0.614159,-0.138214,0.129919
