
Time,unknown,unknown,unknown,unknown,unknown,unknown
1559680101.627,0.0,-0.001948,-0.000964
1559680101.71,-114.187,-4.476,1.993,-0.024,0.1961,0.4845,-0.723,-0.309,-9.77,-0.00033,-0.000717
1559680101.799,-114.19,-4.476,1.993,-0.0209,0.1984,0.4793,-0.726,-0.34,-9.714,-0.000257,-0.000312
1559680101.88,-114.193,-4.476,1.994,-0.021,0.1924,0.4755,-0.74,-0.355,-9.701,-0.001272,-0.000451
1559680101.962,-114.192,-4.476,1.994,-0.0242,0.1937,0.4793,-0.818,-0.305,-9.716,-0.001188,0.000521
1559680102.04,-114.191,-4.477,1.993,-0.0221,0.1901,0.4807,-0.805,-0.309,-9.704,0.002084,-0.000691
1559680102.125,-114.191,-4.476,1.994,-0.0211,0.1853,0.4796,-0.789,-0.354,-9.726,0.001535,-0.0008
1559680102.177,-114.189,-4.477,1.995,-0.0167,0.196,0.4783,-0.838,-0.333,-9.723,-0.000646,0.000313
1559680102.26,-114.188,-4.478,1.994,-0.0209,0.2008,0.4767,-0.819,-0.329,-9.757,0.000448,0.00165
1559680102.347,-114.187,-4.478,1.994,-0.021,0.1924,0.4755,-0.766,-0.343,-9.718,0.001105,-0.001509
1559680102.434,-114.188,-4.479,1.995,-0.021,0.1936,0.4742,-0.748,-0.375,-9.691,0.000551,0.000182
1559680102.523,-114.189,-4.48,1.994,-0.0209,0.1961,0.482,-0.746,-0.337,-9.721,0.000618,-0.000458
1559680102.575,-114.188,-4.479,1.994,-0.0221,0.1936,0.4754,-0.71,-0.348,-9.701,0.000429,0.00236
1559680102.661,-114.186,-4.478,1.994,-0.0232,0.1913,0.4767,-0.697,-0.365,-9.714,0.000685,-0.000193
1559680102.75,-114.19,-4.478,1.995,-0.0221,0.1948,0.4741,-0.723,-0.353,-9.722,0.000305,3.8e-05
1559680102.845,-114.192,-4.479,1.994,-0.022,0.1949,0.478,-0.723,-0.354,-9.708,-0.001362,0.000524
1559680102.901,-114.193,-4.478,1.994,-0.0208,0.2008,0.4806,-0.785,-0.365,-9.738,-0.000244,-0.000235
1559680102.987,-114.194,-4.48,1.995,-0.0243,0.1877,0.4767,-0.777,-0.337,-9.718,-0.000421,-0.000344
1559680103.07,-114.196,-4.48,1.995,-0.022,0.1913,0.482,-0.772,-0.334,-9.712,-8e-06,0.000497
1559680103.15,-114.197,-4.479,1.995,-0.0242,0.1913,0.4793,-0.846,-0.326,-9.727,0.000701,0.000741
1559680103.233,-114.196,-4.48,1.996,-0.022,0.1949,0.4793,-0.803,-0.326,-9.715,0.000648,-8e-06
1559680103.315,-114.194,-4.479,1.994,-0.0211,0.19,0.4769,-0.79,-0.334,-9.669,0.000402,0.000201
1559680103.402,-114.195,-4.479,1.994,-0.0222,0.1889,0.4755,-0.807,-0.335,-9.701,-0.001072,0.001511
1559680103.454,-114.194,-4.48,1.994,-0.0189,0.1889,0.4809,-0.765,-0.35,-9.738,0.000118,0.000241
1559680103.503,-114.193,-4.479,1.994,-0.0208,0.2008,0.478,-0.742,-0.373,-9.751,0.000539,-0.000737
1559680103.584,-114.194,-4.478,1.995,-0.0229,0.2021,0.4805,-0.726,-0.311,-9.698,-0.000542,0.00027
1559680103.669,-114.195,-4.479,1.994,-0.0221,0.1901,0.482,-0.723,-0.332,-9.717,0.001093,-0.000629
1559680103.752,-114.196,-4.479,1.994,-0.02,0.19,0.4756,-0.723,-0.34,-9.733,0.000536,-0.000604
1559680103.831,-114.196,-4.478,1.994,-0.021,0.1925,0.4807,-0.733,-0.33,-9.713,0.000125,0.00029
1559680103.91,-114.196,-4.478,1.994,-0.023,0.1996,0.4753,-0.72,-0.324,-9.717,-0.000312,0.000261
1559680103.99,-114.198,-4.478,1.995,-0.0232,0.1925,0.4767,-0.75,-0.333,-9.666,-0.000709,-0.000764
1559680104.072,-114.197,-4.478,1.995,-0.0199,0.1936,0.4782,-0.794,-0.353,-9.721,3.6e-05,-0.00066
1559680104.161,-114.195,-4.479,1.995,-0.0199,0.196,0.4768,-0.787,-0.319,-9.72,0.000181,-0.000121
1559680104.243,-114.197,-4.479,1.994,-0.0219,0.1949,0.4846,-0.83,-0.312,-9.683,-0.00074,-4e-06
1559680104.324,-114.198,-4.479,1.993,-0.0221,0.196,0.4741,-0.802,-0.311,-9.738,-0.000602,-0.000236
1559680104.405,-114.199,-4.479,1.992,-0.0199,0.1937,0.4808,-0.811,-0.309,-9.751,0.001664,-0.001473
1559680104.497,-114.197,-4.48,1.992,-0.021,0.1913,0.4795,-0.763,-0.339,-9.704,-0.000321,-0.000887
1559680104.663,-114.193,-4.479,1.983,-0.0187,0.1996,0.4781,-0.712,-0.323,-9.735,-0.000233,-5.3e-05
1559680104.754,-114.191,-4.479,1.982,-0.0209,0.1937,0.482,-0.741,-0.329,-9.731,-0.000448,0.000579
1559680104.915,-114.19,-4.48,1.981,-0.0221,0.1925,0.4781,-0.719,-0.322,-9.707,0.001591,-0.000583
1559680104.997,-114.19,-4.481,1.98,-0.0231,0.1913,0.4846,-0.723,-0.347,-9.741,0.000654,0.000707
1559680105.073
1559680105.155,-114.192,-4.478,1.981,-0.021,0.1924,0.4755,-0.755,-0.321,-9.672,0.00076,0.000264
1559680105.237,-114.193,-4.479,1.981,-0.0219,0.202,0.4766,-0.792,-0.327,-9.735,4.5e-05,0.000365
1559680105.322,-114.191,-4.479,1.981,-0.0201,0.1888,0.4743,-0.774,-0.347,-9.71,-0.000402,0.001076
1559680105.41,-114.191,-194.0,-4.478,1.98,-0.0209,0.1972,0.4754,-0.739,-0.346,-9.696,1.7e-05,0.000922
1559680105.494,-114.193,-4.478,1.978,-0.0209,0.1937,0.4807,-0.739,-0.312,-9.745,-0.001378,-3.7e-05
1559680105.573,-114.192,-4.479,1.979,-0.0232,0.1913,0.4767,-0.779,-0.313,-9.725,0.001131,-0.001357
1559680105.742,-114.198,-4.481,1.98,-0.0211,0.19,0.4742,-0.715,-0.38,-9.725,0.001314,0.000677
1559680105.834,-114.199,-4.481,1.982,-0.0221,0.1913,0.4807,-0.734,-0.376,-9.685,-0.001023,0.001387
1559680105.911
1559680105.993,-114.195,-4.481,1.981,-0.0232,0.1901,0.4754,-0.823,-0.335,-9.675,-0.000672,0.00126
1559680106.083,-114.198,-4.48,1.98,-0.0241,0.1973,0.4792,-0.796,-0.309,-9.723,-0.000376,0.000754
1559680106.171,-114.197,-4.479,1.98,-0.022,0.1937,0.4781,-0.817,-0.349,-9.694,2.2e-05,-0.000722
1559680106.215,-114.198
1559680106.292,-114.2,-4.48,1.981,-0.0231,0.1937,0.478,-0.766,-0.331,-9.702,-0.000634,-0.000263
